Closest_match,Score,Expected,Template_length,Template_Identity,Template_Coverage,Query_Identity,Query_Coverage,Depth,q_value,p_value,LCA_TaxId,Superkingdom,Kingdom,Phylum,Class,Order,Family,Genus,Species
7224|M12580.1 Drosophila hydei Y chromosome lampbrush loop transcribed repeats,1186,0,861,30.43,33.57,90.66,297.92,2.19,1184.95,1e-26,7214,Eukaryota,Metazoa,Arthropoda,Insecta,Diptera,Drosophilidae,,
"366572|DQ341056.1 Uncultured Desulfohalobiaceae bacterium clone 1.60MDsr72 dissimilatory sulfite reductase alpha subunit (dsrA) and dissimilatory sulfite reductase beta subunit (dsrB) genes, partial cds",1984,0,1181,76.38,81.63,93.57,122.51,13.18,1982.55,1e-26,213117,Bacteria,unk_k,Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfohalobiaceae,,
"77133|AY279059.1 Uncultured bacterium clone CS026 16S ribosomal RNA gene, partial sequence",480,0,644,40.22,40.22,100.0,248.65,4.55,479.21,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|AY279062.1 Uncultured bacterium clone CS031 16S ribosomal RNA gene, partial sequence",548,0,604,73.01,73.68,99.1,135.73,3.97,547.26,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|AY279067.1 Uncultured bacterium clone CS043 16S ribosomal RNA gene, partial sequence",826,0,626,81.15,81.47,99.61,122.75,5.44,825.23,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|AY279074.1 Uncultured bacterium clone CS038 16S ribosomal RNA gene, partial sequence",2598,0,624,77.88,78.53,99.18,127.35,18.95,2597.24,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"152507|AY307861.1 Uncultured actinobacterium clone BF-F08 16S ribosomal RNA gene, partial sequence",420,0,703,41.39,41.54,99.66,240.75,2.36,419.14,1e-26,152507,Bacteria,unk_k,Actinobacteria,Actinomycetia,unk_o,unk_f,unk_g,uncultured actinobacterium
"86473|AB197191.1 Uncultured gamma proteobacterium gene for 16S rRNA, partial sequence, clone:IBWR-3",800,0,1055,43.7,44.27,98.72,225.91,4.27,798.71,1e-26,86473,Bacteria,unk_k,Proteobacteria,Gammaproteobacteria,unk_o,unk_f,unk_g,uncultured Gammaproteobacteria bacterium
"114243|AB119567.1 Uncultured euryarchaeote gene for 16S rRNA, partial sequence, clone:ESYB11",628,0,866,82.1,83.37,98.48,119.94,4.16,626.94,1e-26,114243,Archaea,unk_k,Euryarchaeota,unk_c,unk_o,unk_f,unk_g,uncultured euryarchaeote
"341040|AB238973.1 Uncultured Desulfotignum sp. gene for 16S rRNA, partial sequence, clone: BJS72-003",2866,0,953,94.12,94.96,99.12,105.3,14.91,2864.83,1e-26,341040,Bacteria,unk_k,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobacteraceae,Desulfotignum,uncultured Desulfotignum sp.
"33065|AB238979.1 Lucina floridana gill symbiont gene for 16S rRNA, partial sequence, clone: BJS72-017",2528,0,933,83.28,83.49,99.74,119.77,12.4,2526.86,1e-26,33065,Bacteria,unk_k,Proteobacteria,Gammaproteobacteria,unk_o,unk_f,unk_g,Lucina floridana gill symbiont
"125582|AB238983.1 Maorithyas hadalis gill thioautotrophic symbiont II gene for 16S rRNA, partial sequence, clone: BJS72-036",1454,0,922,88.5,88.83,99.63,112.58,6.83,1452.87,1e-26,125582,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,Maorithyas hadalis gill thioautotrophic symbiont II
"160238|AB238986.1 Uncultured Cytophaga sp. gene for 16S rRNA, partial sequence, clone: BJS72-056",2006,0,926,97.84,98.16,99.67,101.87,10.83,2004.87,1e-26,160238,Bacteria,unk_k,Bacteroidota,Cytophagia,Cytophagales,Cytophagaceae,Cytophaga,uncultured Cytophaga sp.
"246141|AB238988.1 Uncultured Rhodothermus sp. gene for 16S rRNA, partial sequence, clone: BJS72-061",878,0,919,52.67,52.67,100.0,189.88,5.2,876.88,1e-26,246141,Bacteria,unk_k,Bacteroidota,unk_c,Bacteroidetes Order II. Incertae sedis,Rhodothermaceae,Rhodothermus,uncultured Rhodothermus sp.
"160238|AB238990.1 Uncultured Cytophaga sp. gene for 16S rRNA, partial sequence, clone: BJS72-066",1824,0,923,94.91,96.64,98.21,103.48,9.91,1822.87,1e-26,978,Bacteria,unk_k,Bacteroidota,Cytophagia,Cytophagales,Cytophagaceae,Cytophaga,
"120858|AB239047.1 Uncultured epsilon proteobacterium gene for 16S rRNA, partial sequence, clone: BJS82-040",912,0,912,64.47,64.47,100.0,155.1,4.65,910.88,1e-26,120858,Bacteria,unk_k,Proteobacteria,Epsilonproteobacteria,unk_o,unk_f,unk_g,uncultured Epsilonproteobacteria bacterium
"165435|AB239052.1 Uncultured Flavobacterium sp. gene for 16S rRNA, partial sequence, clone: BJS82-067",912,0,942,80.68,81.53,98.96,122.66,4.69,910.85,1e-26,165435,Bacteria,unk_k,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,uncultured Flavobacterium sp.
"165435|AB239059.1 Uncultured Flavobacterium sp. gene for 16S rRNA, partial sequence, clone: BJS8R-022",4548,0,930,84.73,85.16,99.49,117.42,24.82,4546.86,1e-26,165435,Bacteria,unk_k,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,uncultured Flavobacterium sp.
"77133|AB240996.1 Uncultured bacterium gene for 16S rRNA, partial sequence, clone: Bu041",244,0,458,89.74,91.7,97.86,109.05,2.55,243.44,1e-26,2,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,
"77133|AY133415.1 Uncultured bacterium clone BB2_186 16S ribosomal RNA gene, partial sequence",760,0,997,29.79,30.09,99.0,332.33,3.01,758.78,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|AY133455.1 Uncultured bacterium clone OB3_207 16S ribosomal RNA gene, partial sequence",978,0,999,43.24,43.54,99.31,229.66,4.11,976.78,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|DQ312595.1 Uncultured bacterium clone 3B8E 23S ribosomal RNA gene, partial sequence",3898,0,765,90.72,95.42,95.07,104.79,31.84,3897.06,1e-26,2,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,,
"77133|DQ312599.1 Uncultured bacterium clone 3B9F 23S ribosomal RNA gene, partial sequence",648,0,282,97.87,100.0,97.87,100.0,14.65,647.65,1e-26,2,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,
"77133|DQ312607.1 Uncultured bacterium clone 3C11D 23S ribosomal RNA gene, partial sequence",538,0,692,70.81,72.98,97.03,137.03,4.33,537.15,1e-26,2,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,
"77133|DQ312726.1 Uncultured bacterium clone 3F3A 23S ribosomal RNA gene, partial sequence",928,0,682,80.06,82.99,96.47,120.49,10.43,927.17,1e-26,2,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,
"77133|DQ312747.1 Uncultured bacterium clone 3G1C 23S ribosomal RNA gene, partial sequence",266,0,359,92.76,94.71,97.94,105.59,5.69,265.56,1e-26,2,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,
"77133|DQ312792.1 Uncultured bacterium clone 3H4B 23S ribosomal RNA gene, partial sequence",102576,0,769,97.79,100.0,97.79,100.0,783.59,102575.06,1e-26,2,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,
"77133|DQ312979.1 Uncultured bacterium clone 3N8E 23S ribosomal RNA gene, partial sequence",430,0,785,56.56,59.36,95.28,168.45,3.71,429.04,1e-26,2,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,,
"77133|DQ313007.1 Uncultured bacterium clone 3O7B 23S ribosomal RNA gene, partial sequence",2938,0,789,95.18,100.13,95.06,99.87,27.2,2937.03,1e-26,2,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,,
"77133|DQ313074.1 Uncultured bacterium clone 3R12C 23S ribosomal RNA gene, partial sequence",418,0,714,44.26,48.18,91.86,207.56,3.98,417.13,1e-26,2,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,,
"77133|DQ313078.1 Uncultured bacterium clone 3R1F 23S ribosomal RNA gene, partial sequence",1248,0,697,89.96,93.97,95.73,106.41,12.91,1247.15,1e-26,2,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,,
"77133|DQ313121.1 Uncultured bacterium clone 3S7B 23S ribosomal RNA gene, partial sequence",6834,0,775,79.1,81.68,96.84,122.43,52.82,6833.05,1e-26,2,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,
"77133|AB252427.1 Uncultured bacterium gene for 16S rRNA, partial sequence, clone:OT-B06.10",1604,0,1466,45.36,45.91,98.81,217.83,4.71,1602.21,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|DQ282263.1 Uncultured bacterium clone MS4-Int-B11 integron integrase gene, partial cds",804,0,489,90.39,92.84,97.36,107.71,10.97,803.4,1e-26,2,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,
"77133|AY375060.1 Uncultured bacterium clone B185 16S ribosomal RNA gene, partial sequence",878,0,1500,45.6,46.07,98.99,217.08,2.79,876.17,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|AY592930.1 Uncultured bacterium clone Milano-WF2B-45 16S ribosomal RNA gene, partial sequence",2104,0,1161,77.0,77.26,99.67,129.43,9.3,2102.58,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"120858|AY211663.1 Uncultured epsilon proteobacterium clone GoM GC185 538E 16S ribosomal RNA gene, partial sequence",710,0,1294,29.68,30.14,98.46,331.79,2.96,708.42,1e-26,120858,Bacteria,unk_k,Proteobacteria,Epsilonproteobacteria,unk_o,unk_f,unk_g,uncultured Epsilonproteobacteria bacterium
"56765|DQ009130.1 Uncultured marine bacterium clone SPOTSAPR01_5m34 16S ribosomal RNA gene, partial sequence; 16S-23S ribosomal RNA intergenic spacer, complete sequence; and 23S ribosomal RNA gene, partial sequence",1644,0,2186,21.41,23.88,89.66,418.77,3.17,1641.33,1e-26,2,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,,
"77133|AY391509.1 Uncultured bacterium clone Lgjp-23 16S ribosomal RNA gene, partial sequence",1414,0,797,60.23,62.36,96.58,160.36,8.27,1413.02,1e-26,2,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,
"153809|AY193143.1 Uncultured proteobacterium clone Bol29 16S ribosomal RNA gene, partial sequence",1478,0,1484,58.76,59.1,99.43,169.21,4.25,1476.18,1e-26,153809,Bacteria,unk_k,Proteobacteria,unk_c,unk_o,unk_f,unk_g,uncultured proteobacterium
"77133|AY321414.1 Uncultured bacterium clone S27 16S ribosomal RNA gene, partial sequence",498,0,882,38.89,39.0,99.71,256.4,2.72,496.92,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"115547|DQ082929.1 Uncultured archaeon clone metD12 16S ribosomal RNA gene, partial sequence",744,0,1032,52.03,52.91,98.35,189.01,3.78,742.74,1e-26,2157,Archaea,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,
"86473|AF424117.1 Uncultured gamma proteobacterium MERTZ_2CM_277 16S ribosomal RNA gene, partial sequence",542,0,996,42.37,42.57,99.53,234.91,2.28,540.78,1e-26,86473,Bacteria,unk_k,Proteobacteria,Gammaproteobacteria,unk_o,unk_f,unk_g,uncultured Gammaproteobacteria bacterium
"34034|AF424261.1 Uncultured delta proteobacterium MERTZ_21CM_340 16S ribosomal RNA gene, partial sequence",718,0,1002,42.42,42.71,99.3,234.11,3.15,716.77,1e-26,34034,Bacteria,unk_k,Proteobacteria,Deltaproteobacteria,unk_o,unk_f,unk_g,uncultured delta proteobacterium
"91750|AF424277.1 Uncultured alpha proteobacterium MERTZ_2CM_305a 16S ribosomal RNA gene, partial sequence",514,0,994,54.63,54.83,99.63,182.39,2.41,512.78,1e-26,91750,Bacteria,unk_k,Proteobacteria,Alphaproteobacteria,unk_o,unk_f,unk_g,uncultured Alphaproteobacteria bacterium
"77133|AF424332.1 Uncultured bacterium MERTZ_21CM_158 16S ribosomal RNA gene, partial sequence",808,0,1017,80.04,80.04,100.0,124.94,4.4,806.76,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"152509|AF424338.1 Uncultured CFB group bacterium MERTZ_2CM_107 16S ribosomal RNA gene, partial sequence",1950,0,983,69.28,69.28,100.0,144.35,8.54,1948.8,1e-26,152509,Bacteria,unk_k,Bacteroidota,unk_c,unk_o,unk_f,unk_g,uncultured Bacteroidetes bacterium
"156406|AF424376.1 Uncultured spirochete MERTZ_21CM_139 16S ribosomal RNA gene, partial sequence",604,0,994,56.54,56.74,99.65,176.24,2.41,602.78,1e-26,156406,Bacteria,unk_k,Spirochaetes,Spirochaetia,Spirochaetales,unk_f,unk_g,uncultured spirochete
"166587|AF424380.1 Uncultured green nonsulfur bacterium MERTZ_2CM_18 16S ribosomal RNA gene, partial sequence",1704,0,982,94.09,96.33,97.67,103.81,11.52,1702.8,1e-26,200795,Bacteria,unk_k,Chloroflexi,unk_c,unk_o,unk_f,unk_g,
"166587|AF424396.1 Uncultured green nonsulfur bacterium MERTZ_21CM_197 16S ribosomal RNA gene, partial sequence",1070,0,986,74.75,74.95,99.73,133.42,5.3,1068.79,1e-26,166587,Bacteria,unk_k,Chloroflexi,unk_c,unk_o,unk_f,unk_g,uncultured Chloroflexi bacterium
"77133|AF424434.1 Uncultured bacterium MERTZ_21CM_126 16S ribosomal RNA gene, partial sequence",674,0,973,45.63,46.25,98.67,216.22,2.77,672.81,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"120965|AF424471.1 Uncultured planctomycete MERTZ_2CM_312 16S ribosomal RNA gene, partial sequence",946,0,1008,76.69,77.28,99.23,129.4,4.37,944.77,1e-26,120965,Bacteria,unk_k,Planctomycetota,unk_c,unk_o,unk_f,unk_g,uncultured planctomycete
"29281|AF424525.1 Uncultured crenarchaeote MERTZ_21CM_122 16S ribosomal RNA gene, partial sequence",1376,0,992,86.39,86.59,99.77,115.48,6.53,1374.79,1e-26,29281,Archaea,unk_k,Crenarchaeota,unk_c,unk_o,unk_f,unk_g,uncultured crenarchaeote
"114243|AF424536.1 Uncultured euryarchaeote MERTZ_21CM_297 16S ribosomal RNA gene, partial sequence",1018,0,991,84.26,85.17,98.93,117.42,4.77,1016.79,1e-26,114243,Archaea,unk_k,Euryarchaeota,unk_c,unk_o,unk_f,unk_g,uncultured euryarchaeote
"120858|AF468768.1 Uncultured epsilon proteobacterium clone 33-FL49B99 16S ribosomal RNA gene, partial sequence",346,0,428,92.52,94.63,97.78,105.68,3.95,345.48,1e-26,29547,Bacteria,unk_k,Proteobacteria,Epsilonproteobacteria,unk_o,unk_f,unk_g,
"120858|AF468747.1 Uncultured epsilon proteobacterium clone 33-PA54B00 16S ribosomal RNA gene, partial sequence",992,0,701,60.2,61.77,97.46,161.89,5.51,991.14,1e-26,29547,Bacteria,unk_k,Proteobacteria,Epsilonproteobacteria,unk_o,unk_f,unk_g,
"77133|AF419690.1 Uncultured bacterium C1_B008 16S ribosomal RNA gene, partial sequence",936,0,1479,61.05,61.19,99.78,163.43,3.14,934.19,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"153809|AF420335.1 Uncultured proteobacterium isolate a2b016 16S ribosomal RNA gene, partial sequence",934,0,1520,40.72,41.51,98.1,240.89,2.8,932.14,1e-26,1224,Bacteria,unk_k,Proteobacteria,unk_c,unk_o,unk_f,unk_g,
"153809|AF420367.1 Uncultured proteobacterium isolate C1_B038 16S ribosomal RNA gene, partial sequence",2686,0,1497,82.77,83.23,99.44,120.14,8.62,2684.17,1e-26,153809,Bacteria,unk_k,Proteobacteria,unk_c,unk_o,unk_f,unk_g,uncultured proteobacterium
"77133|AF365758.1 Uncultured bacterium clone BT60DS4BF5 16S ribosomal RNA gene, partial sequence",288,0,512,69.34,70.7,98.07,141.44,2.95,287.37,1e-26,2,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,
"96978|AF154100.1 Uncultured hydrocarbon seep bacterium GCA112 16S ribosomal RNA gene, partial sequence",972,0,1476,84.89,85.37,99.44,117.14,3.2,970.19,1e-26,96978,Bacteria,unk_k,Chloroflexi,unk_c,unk_o,unk_f,unk_g,uncultured hydrocarbon seep bacterium GCA112
"96969|AF154089.1 Uncultured hydrocarbon seep bacterium BPC036 16S ribosomal RNA gene, partial sequence",1094,0,1502,65.11,65.78,98.99,152.02,3.78,1092.16,1e-26,96969,Bacteria,unk_k,Proteobacteria,Gammaproteobacteria,unk_o,unk_f,unk_g,uncultured hydrocarbon seep bacterium BPC036
"95938|AF121089.1 Uncultured bacterium ODPB-B4 16S ribosomal RNA gene, partial sequence",498,0,898,58.35,58.69,99.43,170.4,3.01,496.9,1e-26,95938,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium ODPB-B4
"97799|AF142948.1 Uncultured bacterium PENDANT-37 16S ribosomal RNA gene, partial sequence",626,0,985,68.22,68.63,99.41,145.71,3.11,624.79,1e-26,97799,Bacteria,unk_k,Chloroflexi,unk_c,unk_o,unk_f,unk_g,uncultured bacterium PENDANT-37
"77133|AF224872.1 Uncultured bacterium clone Car104fb 16S ribosomal RNA gene, partial sequence",496,0,698,89.11,89.4,99.68,111.86,3.32,495.15,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"138763|AF296026.1 Unidentified bacterium SM-A48 RNAase P (rnpB) gene, partial sequence",1772,0,290,97.59,100.0,97.59,100.0,40.5,1771.64,1e-26,2,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,
"138747|AF296044.1 Unidentified bacterium SM-A13 RNAase P (rnpB) gene, partial sequence",234,0,290,97.24,100.0,97.24,100.0,4.64,233.65,1e-26,2,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,
"126507|AF194205.1 Uncultured delta proteobacterium n20d 16S ribosomal RNA gene, partial sequence",396,0,596,77.01,77.35,99.57,129.28,3.52,395.27,1e-26,126507,Bacteria,unk_k,Proteobacteria,Deltaproteobacteria,unk_o,unk_f,unk_g,uncultured delta proteobacterium n20d
"56765|AF193494.1 Uncultured marine bacterium clone 5-63 group I chitinase (chi) gene, partial cds",1190,0,926,88.23,89.42,98.67,111.84,4.42,1188.87,1e-26,56765,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured marine bacterium
"283625|AY646155.1 Pseudoalteromonas sp. JL-300 16S ribosomal RNA gene, partial sequence",29530,0,1507,99.8,100.13,99.67,99.87,86.61,29528.16,1e-26,283625,Bacteria,unk_k,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas,Pseudoalteromonas sp. JL-300
"77133|AY593412.1 Uncultured bacterium clone Amsterdam-MN13BT4-302 16S ribosomal RNA gene, partial sequence",776,0,614,96.58,96.74,99.83,103.37,5.81,775.25,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"166587|AY324522.1 Uncultured Chloroflexi bacterium clone GoM_5268WB-39 16S ribosomal RNA, partial sequence",346,0,478,72.18,73.01,98.85,136.96,4.33,345.42,1e-26,166587,Bacteria,unk_k,Chloroflexi,unk_c,unk_o,unk_f,unk_g,uncultured Chloroflexi bacterium
"554024|AY763144.1 Uncultured nematode clone ssu114 18S ribosomal RNA gene, partial sequence",1152,0,1290,65.43,65.43,100.0,152.84,4.37,1150.42,1e-26,554024,Eukaryota,Metazoa,Nematoda,unk_c,unk_o,unk_f,unk_g,Nematoda environmental sample
"120858|AY922183.1 Uncultured epsilon proteobacterium clone 131587 16S ribosomal RNA gene, partial sequence",686,0,1372,60.57,60.86,99.52,164.31,2.18,684.32,1e-26,120858,Bacteria,unk_k,Proteobacteria,Epsilonproteobacteria,unk_o,unk_f,unk_g,uncultured Epsilonproteobacteria bacterium
"34034|AY922197.1 Uncultured delta proteobacterium clone 131629 16S ribosomal RNA gene, partial sequence",1852,0,1414,39.18,39.32,99.64,254.32,6.29,1850.27,1e-26,34034,Bacteria,unk_k,Proteobacteria,Deltaproteobacteria,unk_o,unk_f,unk_g,uncultured delta proteobacterium
"77133|AY769017.1 Uncultured bacterium clone FE2MidBac41 16S ribosomal RNA gene, partial sequence",922,0,680,85.15,88.53,96.18,112.96,7.29,921.17,1e-26,2,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,,
"152509|AY678503.1 Uncultured Bacteroidetes bacterium clone C319a-R8C-A1 16S ribosomal RNA gene, partial sequence",958,0,1376,79.29,81.1,97.76,123.3,3.95,956.32,1e-26,976,Bacteria,unk_k,Bacteroidota,unk_c,unk_o,unk_f,unk_g,
"77133|DQ416545.1 Uncultured bacterium clone w3uc47 16S ribosomal RNA gene, partial sequence",730,0,640,89.06,90.16,98.79,110.92,4.64,729.22,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"155900|DQ395363.1 Uncultured organism clone ctg_BRRAA59 16S ribosomal RNA gene, partial sequence",1708,0,1575,70.73,71.17,99.38,140.5,4.48,1706.07,1e-26,155900,unk_sk,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured organism
"155900|DQ395403.1 Uncultured organism clone ctg_BRRAA29 16S ribosomal RNA gene, partial sequence",718,0,1071,35.29,35.57,99.21,281.1,2.61,716.69,1e-26,155900,unk_sk,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured organism
"155900|DQ395453.1 Uncultured organism clone ctg_CGOAA09 16S ribosomal RNA gene, partial sequence",1096,0,1489,77.03,77.17,99.83,129.59,3.35,1094.18,1e-26,155900,unk_sk,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured organism
"155900|DQ395523.1 Uncultured organism clone ctg_CGOCA58 16S ribosomal RNA gene, partial sequence",3438,0,1518,93.28,93.54,99.72,106.9,9.74,3436.14,1e-26,155900,unk_sk,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured organism
"155900|DQ396076.1 Uncultured organism clone ctg_NISA131 16S ribosomal RNA gene, partial sequence",1516,0,1536,48.05,48.05,100.0,208.13,5.05,1514.12,1e-26,155900,unk_sk,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured organism
"155900|DQ396165.1 Uncultured organism clone ctg_NISA186 16S ribosomal RNA gene, partial sequence",1464,0,1535,26.91,26.97,99.76,370.77,4.26,1462.12,1e-26,155900,unk_sk,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured organism
"120858|AB235364.1 Uncultured epsilon proteobacterium gene for 16S rRNA, partial sequence, clone: pYK03-3B-19",1030,0,1153,55.25,56.2,98.3,177.93,5.2,1028.59,1e-26,29547,Bacteria,unk_k,Proteobacteria,Epsilonproteobacteria,unk_o,unk_f,unk_g,
"86473|AB235391.1 Uncultured gamma proteobacterium gene for 16S rRNA, partial sequence, clone: pYK03-5B-28",2414,0,1155,67.62,69.35,97.5,144.19,9.56,2412.59,1e-26,1236,Bacteria,unk_k,Proteobacteria,Gammaproteobacteria,unk_o,unk_f,unk_g,
"86473|AB240693.1 Uncultured gamma proteobacterium gene for 16S rRNA, partial sequence, clone:BNT06-14",1808,0,935,98.29,100.0,98.29,100.0,8.68,1806.86,1e-26,1236,Bacteria,unk_k,Proteobacteria,Gammaproteobacteria,unk_o,unk_f,unk_g,
"86473|AB240697.1 Uncultured gamma proteobacterium gene for 16S rRNA, partial sequence, clone:BNT06-19",3376,0,937,98.72,98.83,99.89,101.19,16.28,3374.85,1e-26,86473,Bacteria,unk_k,Proteobacteria,Gammaproteobacteria,unk_o,unk_f,unk_g,uncultured Gammaproteobacteria bacterium
"218294|AB240703.1 Uncultured Desulfobacula sp. gene for 16S rRNA, partial sequence, clone:BNT06-27",1746,0,952,97.79,99.68,98.1,100.32,9.13,1744.83,1e-26,28222,Bacteria,unk_k,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobacteraceae,Desulfobacula,
"86473|AB240720.1 Uncultured gamma proteobacterium gene for 16S rRNA, partial sequence, clone:BNT20-25",534,0,951,66.98,67.61,99.07,147.9,2.4,532.84,1e-26,86473,Bacteria,unk_k,Proteobacteria,Gammaproteobacteria,unk_o,unk_f,unk_g,uncultured Gammaproteobacteria bacterium
"348149|AJ969484.1 Uncultured Caldothrix sp. partial 16S rRNA gene, clone ATOS Iris7 Rainbow 110",1898,0,986,69.57,70.28,98.99,142.28,10.35,1896.79,1e-26,348149,Bacteria,unk_k,Calditrichaeota,Calditrichia,Calditrichales,Calditrichaceae,Caldithrix,uncultured Caldithrix sp.
"340016|DQ473810.1 Uncultured virus clone 25m_21 photosystem D2 protein (psbD) gene, partial cds",386,0,714,38.66,42.02,92.0,238.0,3.78,385.13,1e-26,10239,Viruses,unk_k,unk_p,unk_c,unk_o,unk_f,,
"77133|DQ521102.1 Uncultured bacterium clone G166 16S ribosomal RNA gene, partial sequence",1490,0,588,94.56,94.9,99.64,105.38,12.09,1489.28,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
