Closest_match,Score,Expected,Template_length,Template_Identity,Template_Coverage,Query_Identity,Query_Coverage,Depth,q_value,p_value,LCA_TaxId,Superkingdom,Kingdom,Phylum,Class,Order,Family,Genus,Species
"3818|AF156675.2 Arachis hypogaea 18S ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene and internal transcribed spacer 2, complete sequence; and 25S ribosomal RNA gene, partial sequence",3032,4,1563,79.78,80.55,99.05,124.15,12.13,3018.04,1e-26,3818,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Fabales,Fabaceae,Arachis,Arachis hypogaea
"77133|AB094797.1 Uncultured bacterium gene for 16S rRNA, partial sequence, clone:OHKB2.5",808,2,800,37.5,37.5,100.0,266.67,5.62,800.87,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|AB094847.1 Uncultured bacterium gene for 16S rRNA, partial sequence, clone:OHKB4.45",1070,2,886,35.21,36.0,97.81,277.74,7.79,1062.1,1e-26,2,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,
9606|AJ717298.1 Homo sapiens alpha satelllite DNA,3552,1,644,98.45,99.07,99.37,100.94,25.62,3546.24,1e-26,9606,Eukaryota,Metazoa,Chordata,Mammalia,Primates,Hominidae,Homo,Homo sapiens
3818|DQ099222.1 Arachis hypogaea clone Ah1TC2E11 microsatellite sequence,1042,1,436,50.69,51.15,99.1,195.52,9.52,1038.1,1e-26,3818,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Fabales,Fabaceae,Arachis,Arachis hypogaea
3818|DQ099224.1 Arachis hypogaea clone Ah1TC3G03 microsatellite sequence,450,1,454,62.33,66.08,94.33,151.33,5.94,445.95,1e-26,3803,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Fabales,Fabaceae,,
3818|DQ099256.1 Arachis hypogaea clone Ah-133 microsatellite sequence,634,0,254,92.52,98.43,94.0,101.6,8.59,631.73,1e-26,3803,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Fabales,Fabaceae,,
3818|DQ099259.1 Arachis hypogaea clone Ah-159 microsatellite sequence,190,0,251,79.68,83.67,95.24,119.52,4.18,187.76,1e-26,3803,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Fabales,Fabaceae,,
3818|DQ099280.1 Arachis hypogaea clone Ah-345 microsatellite sequence,1264,1,651,59.45,60.83,97.73,164.39,9.06,1258.18,1e-26,3817,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Fabales,Fabaceae,Arachis,
"77133|DQ103600.1 Uncultured bacterium clone AN07BC1_15cmbsf_108B 16S ribosomal RNA gene, partial sequence",2684,4,1407,69.79,70.08,99.59,142.7,8.56,2671.43,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"160238|AB238990.1 Uncultured Cytophaga sp. gene for 16S rRNA, partial sequence, clone: BJS72-066",574,2,923,32.39,32.5,99.67,307.67,2.93,565.79,1e-26,160238,Bacteria,unk_k,Bacteroidota,Cytophagia,Cytophagales,Cytophagaceae,Cytophaga,uncultured Cytophaga sp.
9606|AY270345.1 Homo sapiens clone SKT02-G11 putative promoter sequence,832,1,403,76.92,76.92,100.0,130.0,8.03,828.4,1e-26,9606,Eukaryota,Metazoa,Chordata,Mammalia,Primates,Hominidae,Homo,Homo sapiens
"115547|AY133349.1 Uncultured archaeon clone BB2_211 16S ribosomal RNA gene, partial sequence",760,2,961,46.51,49.43,94.11,202.32,4.83,751.44,1e-26,2157,Archaea,unk_k,unk_p,unk_c,unk_o,unk_f,,
"77133|DQ312792.1 Uncultured bacterium clone 3H4B 23S ribosomal RNA gene, partial sequence",1192,2,769,71.39,72.82,98.04,137.32,8.21,1185.13,1e-26,2,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,
"77133|AB177308.1 Uncultured bacterium gene for 16S rRNA, clone: ODP1251B11.12",2312,3,1122,73.98,74.24,99.64,134.69,8.03,2301.98,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|AB177325.1 Uncultured bacterium gene for 16S rRNA, clone: ODP1251B22.26",2992,3,1114,31.51,31.69,99.43,315.58,14.72,2982.04,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|AB177223.1 Uncultured bacterium gene for 16S rRNA, clone: ODP1230B8.23",4190,4,1411,91.71,92.49,99.16,108.12,15.42,4177.39,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|AB177255.1 Uncultured bacterium gene for 16S rRNA, clone: ODP1244B5.9",1226,3,1098,75.14,75.5,99.52,132.45,5.8,1216.21,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|AB177195.1 Uncultured bacterium gene for 16S rRNA, clone: ODP1230B3.29",3670,4,1426,53.16,53.37,99.61,187.39,11.57,3657.26,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"115547|AB233465.1 Uncultured archaeon gene for methyl-coenzyme M reductase alpha subunit, partial cds",1188,1,668,62.87,64.37,97.67,155.35,7.19,1182.03,1e-26,2157,Archaea,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,
"115547|AY327048.1 Uncultured archaeon clone GZfos17A3 mcr operon, complete sequence",45054,29,9787,77.68,81.59,95.22,122.57,30.64,44966.48,1e-26,2157,Archaea,unk_k,unk_p,unk_c,unk_o,unk_f,,
"115547|AY327049.1 Uncultured archaeon clone GZfos35D7 mcr operon, partial sequence",71852,14,4947,81.87,87.87,93.17,113.8,109.81,71807.74,1e-26,2157,Archaea,unk_k,unk_p,unk_c,unk_o,unk_f,,
"10116|BC058148.1 Rattus norvegicus cDNA clone IMAGE:6890907, partial cds",836,1,491,29.74,30.55,97.33,327.33,3.36,831.62,1e-26,10114,Eukaryota,Metazoa,Chordata,Mammalia,Rodentia,Muridae,Rattus,
"77133|AY547952.1 Uncultured bacterium clone U30II_18p1% 16S ribosomal RNA gene, partial sequence",394,2,700,42.57,42.86,99.33,233.33,2.57,387.78,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|AY568848.1 Uncultured bacterium isolate JH12_C02 16S ribosomal RNA gene, partial sequence",642,2,949,27.71,28.13,98.5,355.43,3.94,633.55,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"153939|AY590511.1 Uncultured sulfate-reducing bacterium clone Sed2-DSR 22 dissimilatory sulfite reductase alpha subunit (dsrA) gene, partial cds",762,2,681,59.62,59.77,99.75,167.32,4.85,755.93,1e-26,153939,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured sulfate-reducing bacterium
"34034|AF424244.1 Uncultured delta proteobacterium MERTZ_21CM_12 16S ribosomal RNA gene, partial sequence",756,2,975,32.92,33.33,98.77,300.0,3.7,747.32,1e-26,34034,Bacteria,unk_k,Proteobacteria,Deltaproteobacteria,unk_o,unk_f,unk_g,uncultured delta proteobacterium
"34034|AF424247.1 Uncultured delta proteobacterium MERTZ_21CM_204 16S ribosomal RNA gene, partial sequence",620,2,892,32.62,33.18,98.31,301.35,3.36,612.06,1e-26,28221,Bacteria,unk_k,Proteobacteria,Deltaproteobacteria,unk_o,unk_f,unk_g,
"166587|AF424385.1 Uncultured green nonsulfur bacterium MERTZ_2CM_217 16S ribosomal RNA gene, partial sequence",1098,2,864,40.05,40.74,98.3,245.45,5.79,1090.29,1e-26,200795,Bacteria,unk_k,Chloroflexi,unk_c,unk_o,unk_f,unk_g,
"120965|AF424494.1 Uncultured planctomycete MERTZ_21CM_239 16S ribosomal RNA gene, partial sequence",586,3,1011,39.37,40.45,97.31,247.19,2.84,577.01,1e-26,203682,Bacteria,unk_k,Planctomycetota,unk_c,unk_o,unk_f,unk_g,
"77133|AF429144.1 Uncultured bacterium clone CR99-24-34 16S ribosomal RNA gene, partial sequence",310,1,600,49.17,50.0,98.33,200.0,2.5,304.67,1e-26,2,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,
"135300|AF286031.1 Saltmarsh clone LCP-26 16S ribosomal RNA, partial sequence",824,4,1523,50.16,52.27,95.98,191.33,3.54,810.47,1e-26,2,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,,
"95915|AF146259.1 Uncultured bacterium SCALE-7 16S ribosomal RNA gene, partial sequence",438,1,527,55.98,56.93,98.33,175.67,5.69,433.31,1e-26,200795,Bacteria,unk_k,Chloroflexi,unk_c,unk_o,unk_f,unk_g,
"97803|AF142802.1 Uncultured bacterium ACE-27 16S ribosomal RNA gene, partial sequence",620,2,986,30.22,30.43,99.33,328.67,3.27,611.23,1e-26,97803,Bacteria,unk_k,Candidatus Microgenomates,unk_c,unk_o,unk_f,unk_g,uncultured bacterium ACE-27
"138773|AF296010.1 Unidentified bacterium SM-A75 RNAase P (rnpB) gene, partial sequence",360,0,289,79.58,85.12,93.5,117.48,8.51,357.42,1e-26,2,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,,
"77133|AY592195.1 Uncultured bacterium clone Kazan-3B-29/BC19-3B-29 16S ribosomal RNA gene, partial sequence",678,3,1213,34.46,34.62,99.52,288.81,2.97,667.22,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|AY592196.1 Uncultured bacterium clone Kazan-3B-30/BC19-3B-30 16S ribosomal RNA gene, partial sequence",1912,3,1221,56.35,56.76,99.28,176.19,9.24,1901.1,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|AY592199.1 Uncultured bacterium clone Kazan-3B-33/BC19-3B-33 16S ribosomal RNA gene, partial sequence",730,3,1326,22.62,22.62,100.0,442.0,2.26,718.22,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|AY592202.1 Uncultured bacterium clone Kazan-3B-36/BC19-3B-36 16S ribosomal RNA gene, partial sequence",3110,3,1324,79.98,80.44,99.44,124.32,11.91,3098.17,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|AY592203.1 Uncultured bacterium clone Kazan-3B-37/BC19-3B-37 16S ribosomal RNA gene, partial sequence",1388,2,795,39.12,39.5,99.04,253.18,8.68,1380.9,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|AY592212.1 Uncultured bacterium clone Kazan-3B-46/BC19-3B-46 16S ribosomal RNA gene, partial sequence",3976,3,1195,76.74,77.57,98.92,128.91,18.28,3965.32,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"34034|AY374700.1 Uncultured delta proteobacterium clone PI_6BE09_J18 16S ribosomal RNA gene, partial sequence",320,1,476,53.78,54.41,98.84,183.78,5.44,315.76,1e-26,34034,Bacteria,unk_k,Proteobacteria,Deltaproteobacteria,unk_o,unk_f,unk_g,uncultured delta proteobacterium
"34034|AY374797.1 Uncultured delta proteobacterium clone PI_nr86_c2 16S ribosomal RNA gene, partial sequence",330,1,472,63.35,63.56,99.67,157.33,4.45,325.8,1e-26,34034,Bacteria,unk_k,Proteobacteria,Deltaproteobacteria,unk_o,unk_f,unk_g,uncultured delta proteobacterium
"115547|AY592248.1 Uncultured archaeon clone Amsterdam-1A-19 16S ribosomal RNA gene, partial sequence",766,3,1262,41.36,41.44,99.81,241.3,3.79,754.78,1e-26,115547,Archaea,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured archaeon
"115547|AY592288.1 Uncultured archaeon clone Amsterdam-2A-10 16S ribosomal RNA gene, partial sequence",744,3,1236,47.49,47.73,99.49,209.49,3.4,733.01,1e-26,115547,Archaea,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured archaeon
"77133|AY592377.1 Uncultured bacterium clone Amsterdam-2B-17 16S ribosomal RNA gene, partial sequence",1400,4,1353,52.55,54.03,97.26,185.09,7.98,1387.94,1e-26,2,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,
"562|AY627208.1 Escherichia coli isolate ECOR48 tryptophan synthase beta subunit (trpB) gene, partial cds",432,1,526,57.03,57.03,100.0,175.33,3.42,427.31,1e-26,562,Bacteria,unk_k,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli
"166587|AY324522.1 Uncultured Chloroflexi bacterium clone GoM_5268WB-39 16S ribosomal RNA, partial sequence",1384,1,478,98.95,100.0,98.95,100.0,16.24,1379.73,1e-26,166587,Bacteria,unk_k,Chloroflexi,unk_c,unk_o,unk_f,unk_g,uncultured Chloroflexi bacterium
3818|AY731619.1 Arachis hypogaea clone PM471 microsatellite sequence,338,0,279,42.65,42.65,100.0,234.45,3.41,335.51,1e-26,3818,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Fabales,Fabaceae,Arachis,Arachis hypogaea
"9606|BC006179.1 Homo sapiens ribosomal protein L13, mRNA (cDNA clone IMAGE:4054812)",642,2,736,38.32,38.32,100.0,260.99,3.98,635.44,1e-26,9606,Eukaryota,Metazoa,Chordata,Mammalia,Primates,Hominidae,Homo,Homo sapiens
"77133|AY768968.1 Uncultured bacterium clone FE2TopBac09 16S ribosomal RNA gene, partial sequence",496,2,739,40.6,40.6,100.0,246.33,3.25,489.42,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
9606|M38467.1 Homo sapiens clone pYAM11-39 chromosome 4 alpha satellite repeat region,528,2,683,33.67,33.82,99.57,295.67,3.95,521.92,1e-26,9606,Eukaryota,Metazoa,Chordata,Mammalia,Primates,Hominidae,Homo,Homo sapiens
9606|AF110368.1 Homo sapiens chromosome 9 map 9q11 sequence,742,4,1395,43.37,47.53,91.25,210.41,1.46,729.61,1e-26,9604,Eukaryota,Metazoa,Chordata,Mammalia,Primates,Hominidae,,
"9606|AM235766.1 Homo sapiens 3'EcoRI alpha satellite DNA, clone Me2b2006",742,0,310,96.77,99.03,97.72,100.98,12.09,739.23,1e-26,9605,Eukaryota,Metazoa,Chordata,Mammalia,Primates,Hominidae,Homo,
"3818|DQ485344.1 Arachis hypogaea 25S ribosomal RNA gene, partial sequence",1764,1,464,92.03,92.03,100.0,108.67,18.74,1759.85,1e-26,3818,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Fabales,Fabaceae,Arachis,Arachis hypogaea
"340016|DQ473725.1 Uncultured virus clone 25m_6 photosystem D1 protein (psbA) gene, partial cds",622,2,729,38.27,39.64,96.54,252.25,3.53,615.5,1e-26,10239,Viruses,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,
"153939|AB263154.1 Uncultured sulfate-reducing bacterium dsrA, dsrB genes for dissimilatory sulfite reductase alpha subunit, dissimilatory sulfite reductase beta subunit, partial cds, clone: NTd-II03",1144,5,1905,59.79,62.36,95.88,160.35,4.25,1127.06,1e-26,2,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,,
"218289|DQ831554.1 Uncultured Desulfosarcina sp. clone CBII25 16S ribosomal RNA gene, partial sequence",1376,4,1518,20.95,20.95,100.0,477.36,3.36,1362.47,1e-26,218289,Bacteria,unk_k,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobacteraceae,Desulfosarcina,uncultured Desulfosarcina sp.
"296143|AB255996.1 Uncultured candidate division TG3 bacterium gene for 16S rRNA, partial sequence, clone: 700-I-11",608,3,1201,24.23,24.98,97.0,400.33,2.75,597.33,1e-26,296141,Bacteria,unk_k,Fibrobacteres,Chitinivibrionia,unk_o,unk_f,unk_g,
404299|AM399077.1 Spirochaeta symbiont of Nautilus macromphalus (New Caledonia) partial 16S rRNA gene,920,4,1483,26.3,28.25,93.08,353.94,3.44,906.81,1e-26,137,Bacteria,unk_k,Spirochaetes,Spirochaetia,Spirochaetales,Spirochaetaceae,,
9606|DQ980028.1 Homo sapiens satellite 3 repeat sequence,586,2,736,47.69,50.27,94.86,198.92,3.82,579.44,1e-26,9604,Eukaryota,Metazoa,Chordata,Mammalia,Primates,Hominidae,,
"115547|DQ984849.1 Uncultured archaeon clone MD2896-3m.29 16S ribosomal RNA gene, partial sequence",640,2,739,38.02,38.16,99.65,262.06,4.96,633.42,1e-26,115547,Archaea,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured archaeon
"77133|DQ996955.1 Uncultured bacterium clone MD2896-3m.113 16S ribosomal RNA gene, partial sequence",384,2,714,36.97,40.48,91.35,247.06,5.04,377.66,1e-26,2,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,,
"77133|DQ996958.1 Uncultured bacterium clone MD2896-3m.94 16S ribosomal RNA gene, partial sequence",558,2,928,50.22,52.69,95.3,189.78,4.37,549.75,1e-26,2,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,,
"9606|AM409264.1 Homo sapiens alpha satellite DNA, clone G5IFR-36",338,0,276,65.58,67.03,97.84,149.19,6.51,335.54,1e-26,9605,Eukaryota,Metazoa,Chordata,Mammalia,Primates,Hominidae,Homo,
"9606|AM409269.1 Homo sapiens alpha satellite DNA, subclone E1BEcoRI-3",8556,2,685,90.8,91.82,98.89,108.9,56.39,8549.87,1e-26,9606,Eukaryota,Metazoa,Chordata,Mammalia,Primates,Hominidae,Homo,Homo sapiens
"171534|EF069367.1 Uncultured marine group 1 crenarchaeote clone PS7ARC40 16S ribosomal RNA gene, partial sequence",2070,4,1440,81.6,81.88,99.66,122.14,6.66,2057.15,1e-26,171534,Archaea,unk_k,Thaumarchaeota,unk_c,Nitrosopumilales,unk_f,unk_g,uncultured Nitrosopumilales archaeon
"77133|EF093817.1 Uncultured bacterium clone 11_37S_31_76 16S ribosomal RNA gene, partial sequenceEF093835.1 Uncultured bacterium clone 11_37S_54_67 16S ribosomal RNA gene, partial sequence",428,1,380,57.89,59.47,97.35,168.14,6.51,424.61,1e-26,2,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,
"77133|EF093991.1 Uncultured bacterium clone 17_11T_62_68 16S ribosomal RNA gene, partial sequence",1588,1,364,85.71,85.99,99.68,116.29,24.95,1584.74,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|AB286318.1 Uncultured bacterium gene for 16S rRNA, partial sequence, clone: Soil-52",642,2,958,58.14,62.32,93.3,160.47,5.52,633.48,1e-26,2,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,,
"418404|AB289363.1 Uncultured ammonia-oxidizing archaeon AmoA gene for putative ammonia monooxygenase alpha subunit, partial cds, clone: CR-G3N124",554,1,590,50.68,50.85,99.67,196.67,3.56,548.74,1e-26,418404,Archaea,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured ammonia-oxidizing archaeon
"115547|DQ640136.1 Uncultured archaeon clone SBAK-deep-12 16S ribosomal RNA gene, partial sequence",1908,4,1361,54.37,54.67,99.46,182.93,6.92,1895.85,1e-26,115547,Archaea,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured archaeon
"77133|EF393074.1 Uncultured bacterium clone ORS40C_b04 16S ribosomal RNA gene, partial sequence",686,2,766,56.01,59.4,94.29,168.35,5.48,679.17,1e-26,2,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,,
"77133|EF417533.1 Uncultured bacterium clone BAC19-2 16S ribosomal RNA gene, partial sequence",380,1,413,72.4,72.64,99.67,137.67,3.63,376.32,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|EF491513.1 Uncultured bacterium clone EP4-17 16S ribosomal RNA gene, partial sequence",496,2,939,48.35,48.35,100.0,206.83,3.49,487.66,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|EF545975.1 Uncultured bacterium clone MRPL132 16S ribosomal RNA gene, partial sequence",636,1,483,68.32,69.15,98.8,144.61,7.45,631.69,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
9606|EF580882.1 Homo sapiens IntegrationSite706 Human T-lymphotropic virus 1 integration site,460,1,483,36.85,37.27,98.89,268.33,3.73,455.69,1e-26,9606,Eukaryota,Metazoa,Chordata,Mammalia,Primates,Hominidae,Homo,Homo sapiens
9606|EF580897.1 Homo sapiens IntegrationSite721 Human T-lymphotropic virus 1 integration site,992,1,540,87.59,89.44,97.93,111.8,9.01,987.18,1e-26,9605,Eukaryota,Metazoa,Chordata,Mammalia,Primates,Hominidae,Homo,
"38783|DQ823611.1 Avena strigosa clone Astr09-Ciav9066 5S ribosomal RNA gene, complete sequence",268,0,315,64.76,66.35,97.61,150.72,4.89,265.19,1e-26,4496,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Poales,Poaceae,Avena,
"77133|AB305400.1 Uncultured bacterium gene for 16S rRNA, partial sequence, clone: p760_b_1.43",606,2,915,32.24,32.79,98.33,305.0,2.95,597.86,1e-26,2,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,
"77133|AB305537.1 Uncultured bacterium gene for 16S rRNA, partial sequence, clone: p763_b_7.43",558,2,911,32.71,32.93,99.33,303.67,3.29,549.9,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|EU048684.1 Uncultured bacterium clone MD2896-B27 16S ribosomal RNA gene, partial sequence",818,4,1480,42.64,44.05,96.78,226.99,2.43,804.85,1e-26,2,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,
"452528|EF484896.1 Uncultured methane-oxidizing archaeon isolate DGGE_ANME-18 16S ribosomal RNA gene, partial sequence",434,2,748,34.22,34.22,100.0,292.19,2.81,427.35,1e-26,452528,Archaea,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured methane-oxidizing archaeon
77133|EU057996.1 Uncultured bacterium clone LM0ABA1ZA05FM1 genomic sequence,432,2,753,57.37,57.64,99.54,173.5,2.35,425.31,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
77133|EU059182.1 Uncultured bacterium clone LM0ABA42ZG12FM1 genomic sequence,2484,2,811,75.09,76.08,98.7,131.44,12.57,2476.75,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
77133|EU059542.1 Uncultured bacterium clone LM0ABA8ZA07FM1 genomic sequence,564,1,595,49.92,51.43,97.06,194.44,4.46,558.7,1e-26,2,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,
77133|EU060193.1 Uncultured bacterium clone LM0ABA2ZE05RM1 genomic sequence,582,2,811,32.92,34.03,96.74,293.84,3.7,574.78,1e-26,2,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,
77133|EU061594.1 Uncultured bacterium clone LM0ABA8ZB06RM1 genomic sequence,478,2,784,34.44,34.44,100.0,290.37,2.68,471.03,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
77133|EU061978.1 Uncultured bacterium clone HA0AAA6ZE06RM1 genomic sequence,300,1,561,52.23,53.48,97.67,187.0,3.21,295.02,1e-26,2,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,
77133|EU062210.1 Uncultured bacterium clone LM0ACA1ZC04FM1 genomic sequence,496,1,654,59.02,62.39,94.61,160.29,5.55,490.18,1e-26,2,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,,
77133|EU064042.1 Uncultured bacterium clone LM0ACA8ZC02FM1 genomic sequence,538,1,667,44.08,44.98,98.0,222.33,4.5,532.06,1e-26,2,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,
77133|EU064238.1 Uncultured bacterium clone HA0AAA11ZE09FM1 genomic sequence,496,1,374,94.65,95.72,98.88,104.47,6.04,492.66,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
77133|EU064806.1 Uncultured bacterium clone HA0AAA18ZF10FM1 genomic sequence,604,1,657,45.51,45.66,99.67,219.0,4.11,598.14,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
77133|EU064899.1 Uncultured bacterium clone HA0AAA19ZH04FM1 genomic sequence,438,2,675,34.52,34.67,99.57,288.46,3.09,431.99,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
77133|EU065176.1 Uncultured bacterium clone LM0ACA1ZC12RM1 genomic sequence,672,2,696,75.72,76.01,99.62,131.57,4.74,665.8,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
77133|EU065233.1 Uncultured bacterium clone LM0ACA10ZA04RM1 genomic sequence,636,2,789,36.76,38.02,96.67,263.0,4.55,628.97,1e-26,2,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,
77133|EU065643.1 Uncultured bacterium clone LM0ACA16ZH02RM1 genomic sequence,492,1,605,48.1,49.59,97.0,201.67,4.96,486.61,1e-26,2,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,
77133|EU066475.1 Uncultured bacterium clone LM0ACA3ZC08RM1 genomic sequence,538,1,589,50.25,50.93,98.67,196.33,5.09,532.75,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
77133|EU066535.1 Uncultured bacterium clone LM0ACA4ZA04RM1 genomic sequence,1300,2,682,68.33,68.48,99.79,146.04,7.89,1293.91,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
77133|EU066915.1 Uncultured bacterium clone LM0ACA8ZE12RM1 genomic sequence,512,2,721,40.36,41.61,97.0,240.33,3.74,505.58,1e-26,2,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,
77133|EU067076.1 Uncultured bacterium clone HA0AAA11ZE04RM1 genomic sequence,320,1,631,45.96,47.54,96.67,210.33,3.8,314.4,1e-26,2,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,
77133|EU067461.1 Uncultured bacterium clone HA0AAA16ZC01RM1 genomic sequence,336,1,612,43.14,44.28,97.42,225.83,3.54,330.56,1e-26,2,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,
77133|EU067866.1 Uncultured bacterium clone HA0AAA21ZC03RM1 genomic sequence,370,1,594,48.99,49.16,99.66,203.42,2.95,364.72,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
77133|EU067871.1 Uncultured bacterium clone HA0AAA21ZC08RM1 genomic sequence,512,1,590,75.76,78.81,96.13,126.88,6.61,506.74,1e-26,2,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,,
