Closest_match,Score,Expected,Template_length,Template_Identity,Template_Coverage,Query_Identity,Query_Coverage,Depth,q_value,p_value,LCA_TaxId,Superkingdom,Kingdom,Phylum,Class,Order,Family,Genus,Species
"91357|AF118019.1 Pseudoalteromonas sp. RE10F/5 16S ribosomal RNA gene, partial sequence",1244,7,1497,47.76,47.83,99.86,209.08,3.76,1220.81,1e-26,91357,Bacteria,unk_k,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas,Pseudoalteromonas sp. RE10F/5
"77133|AB300130.1 Uncultured bacterium gene for 16S rRNA, partial sequence, clone: KM22B-02",1060,6,1295,38.22,39.85,95.93,250.97,4.86,1039.94,1e-26,2,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,,
"77133|AB305386.1 Uncultured bacterium gene for 16S rRNA, partial sequence, clone: p760_b_1.21",476,4,905,53.92,56.24,95.87,177.8,3.0,462.05,1e-26,2,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,,
"81447|EF415595.1 Photobacterium indicum strain ATCC 19614 RNA polymerase sigma factor (rpoD) gene, partial cds",990,4,814,99.75,99.88,99.88,100.12,4.93,977.36,1e-26,81447,Bacteria,unk_k,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Photobacterium,Photobacterium indicum
"81447|EF415543.2 Photobacterium indicum strain ATCC 19614 recombinase A (recA) gene, partial cds",1116,4,834,100.0,100.0,100.0,100.0,4.8,1103.04,1e-26,81447,Bacteria,unk_k,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Photobacterium,Photobacterium indicum
"670|EU051423.1 Vibrio parahaemolyticus strain 3 threonine 3-dehydrogenase (dtdS) gene, partial cds",878,2,458,100.0,100.0,100.0,100.0,7.64,870.87,1e-26,670,Bacteria,unk_k,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio parahaemolyticus
"670|EU051561.1 Vibrio parahaemolyticus strain 3 DNA gyrase subunit B (gyrB) gene, partial cds",496,3,592,71.45,71.45,100.0,139.95,3.54,486.83,1e-26,670,Bacteria,unk_k,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio parahaemolyticus
"452528|EF484908.1 Uncultured methane-oxidizing archaeon isolate DGGE_ANME-34 16S ribosomal RNA gene, partial sequence",432,3,750,48.4,49.07,98.64,203.8,2.8,420.43,1e-26,452528,Archaea,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured methane-oxidizing archaeon
"452528|EF484916.1 Uncultured methane-oxidizing archaeon isolate DGGE_ANME-X3 16S ribosomal RNA gene, partial sequence",734,3,750,68.53,68.53,100.0,145.91,5.45,722.37,1e-26,452528,Archaea,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured methane-oxidizing archaeon
"198431|AM403032.1 Uncultured prokaryote partial cbbL gene for ribulose-1,5-bisphosphate carboxylase/oxygenase form I large subunit, clone F12",1040,4,777,93.95,94.98,98.92,105.28,6.14,1027.93,1e-26,198431,unk_sk,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured prokaryote
"77133|EU181466.1 Uncultured bacterium clone 8bav_D2 16S ribosomal RNA gene, complete sequence",2268,8,1537,94.21,94.73,99.45,105.56,6.93,2244.11,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|EU181470.1 Uncultured bacterium clone 10bav_C6_ARB 16S ribosomal RNA gene, complete sequence",876,8,1551,47.84,48.1,99.46,207.91,3.01,852.07,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|EU181475.1 Uncultured bacterium clone 5bav_C7arb 16S ribosomal RNA gene, complete sequence",2694,7,1498,59.88,60.61,98.79,164.98,7.49,2670.69,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|EU181480.1 Uncultured bacterium clone 10bav_H12red 16S ribosomal RNA gene, complete sequence",806,7,1492,71.31,71.72,99.44,139.44,3.15,782.99,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|EU181500.1 Uncultured bacterium clone 8bav_F7_ARB 16S ribosomal RNA gene, complete sequence",1008,7,1519,46.87,47.27,99.16,211.56,3.16,984.52,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|EU181502.1 Uncultured bacterium clone 5BAV_E8_arb 16S ribosomal RNA gene, complete sequence",2300,7,1478,98.71,100.0,98.71,100.0,8.11,2277.02,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"155900|EU246287.1 Uncultured organism clone MAT-CR-P6-D02 16S ribosomal RNA gene, partial sequence",1482,7,1506,76.49,79.61,96.08,125.6,6.08,1458.64,1e-26,,unk_sk,unk_k,unk_p,unk_c,unk_o,unk_f,,
"171953|DQ829657.1 Uncultured Acidobacteria bacterium clone DON33 23S ribosomal RNA gene, partial sequence",1050,9,1875,86.35,89.81,96.14,111.34,4.47,1021.07,1e-26,57723,Bacteria,unk_k,Acidobacteria,unk_c,unk_o,unk_f,,
"81447|DQ907323.1 Photobacterium indicum strain BRC14233 FtsZ (ftsZ) gene, partial cds",958,3,675,99.41,100.0,99.41,100.0,5.88,947.51,1e-26,81447,Bacteria,unk_k,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Photobacterium,Photobacterium indicum
"81447|DQ907390.1 Photobacterium indicum strain BRC14233 rod shaping protein MreB (mreB) gene, partial cds",1056,3,760,98.82,99.47,99.34,100.53,5.74,1044.19,1e-26,81447,Bacteria,unk_k,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Photobacterium,Photobacterium indicum
"81447|DQ907462.1 Photobacterium indicum strain BRC14233 topoisomerase I (topA) gene, partial cds",522,3,652,98.62,98.62,100.0,101.4,2.87,511.9,1e-26,81447,Bacteria,unk_k,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Photobacterium,Photobacterium indicum
"77133|EU290709.1 Uncultured bacterium clone 42_st3_0-2cm 16S ribosomal RNA gene, partial sequence",658,5,1024,69.82,71.48,97.68,139.89,3.58,642.18,1e-26,2,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,
"115547|AB362193.1 Uncultured archaeon nifH, nifI1, nifI2, nifD, nifK genes for dinitrogenase reductase, nitrogen regulatory protein P-II, P-II family nitrogen regulatory protein, dinitrogenase alpha subunit, dinitrogenase beta subunit, partial and complete cds, clone: K8MV-C2nifHK1_04",119532,15,2922,96.78,100.0,96.78,100.0,265.03,119486.38,1e-26,2157,Archaea,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,
"115547|AB362194.1 Uncultured archaeon nifH, nifI1, nifI2, nifD, nifK genes for dinitrogenase reductase, nitrogen regulatory protein P-II, P-II family nitrogen regulatory protein, dinitrogenase alpha subunit, dinitrogenase beta subunit, partial and complete cds, clone: K8MV-C2nifHK1_08",2790,15,3029,77.32,81.61,94.74,122.53,7.17,2743.04,1e-26,2157,Archaea,unk_k,unk_p,unk_c,unk_o,unk_f,,
"115547|AB362195.1 Uncultured archaeon nifH, nifI1, nifI2, nifD, nifK genes for dinitrogenase reductase, nitrogen regulatory protein P-II, P-II family nitrogen regulatory protein, dinitrogenase alpha subunit, dinitrogenase beta subunit, partial and complete cds, clone: K8MV-C2nifHK1_11",1168140,15,2922,97.71,100.0,97.71,100.0,2009.91,1168094.42,1e-26,2157,Archaea,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,
"115547|AB362196.1 Uncultured archaeon nifH, nifI1, nifI2, nifD, nifK genes for dinitrogenase reductase, nitrogen regulatory protein P-II, P-II family nitrogen regulatory protein, dinitrogenase alpha subunit, dinitrogenase beta subunit, partial and complete cds, clone: K8MV-C2nifHK1_21",2396920,15,2922,98.53,100.0,98.53,100.0,4360.54,2396874.49,1e-26,115547,Archaea,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured archaeon
"115547|AB362197.1 Uncultured archaeon nifH, nifI1, nifI2, nifD, nifK genes for dinitrogenase reductase, nitrogen regulatory protein P-II, P-II family nitrogen regulatory protein, dinitrogenase alpha subunit, dinitrogenase beta subunit, partial and complete cds, clone: K8MV-C2nifHK1_40",4182,15,3030,80.3,85.91,93.47,116.4,10.53,4134.91,1e-26,2157,Archaea,unk_k,unk_p,unk_c,unk_o,unk_f,,
"115547|AB362204.1 Uncultured archaeon mcrA gene for methyl-coenzyme M reductase alpha subunit, partial cds, clone: K8MV-C26mcrA-14",233920,3,734,98.64,100.0,98.64,100.0,1649.53,233908.54,1e-26,115547,Archaea,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured archaeon
"115547|AB362396.1 Uncultured archaeon nifH gene for dinitrogenase reductase, partial cds, clone: K8MV-C22nifH_01",3458,1,340,98.53,100.0,98.53,100.0,47.04,3452.69,1e-26,115547,Archaea,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured archaeon
"115547|AB362404.1 Uncultured archaeon nifH gene for dinitrogenase reductase, partial cds, clone: K8MV-C28nifH_06",10074,1,343,100.0,100.0,100.0,100.0,144.1,10068.64,1e-26,115547,Archaea,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured archaeon
"115547|AB362408.1 Uncultured archaeon nifH gene for dinitrogenase reductase, partial cds, clone: K8MV-C28nifH_28",974,1,340,98.24,100.0,98.24,100.0,15.02,968.7,1e-26,2157,Archaea,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,
"77133|EU385684.1 Uncultured bacterium clone MD2896-B64 16S ribosomal RNA gene, partial sequence",2110,7,1487,52.12,52.12,100.0,191.87,7.28,2086.89,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|EU385811.1 Uncultured bacterium clone MD2896-B235 16S ribosomal RNA gene, partial sequence",1412,7,1471,91.77,92.79,98.9,107.77,5.1,1389.19,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|EU385893.1 Uncultured bacterium clone MD2902-B78 16S ribosomal RNA gene, partial sequence",956,7,1490,90.54,92.15,98.25,108.52,3.48,932.98,1e-26,2,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,
"77133|EU386024.1 Uncultured bacterium clone MD2894-B27 16S ribosomal RNA gene, partial sequence",944,7,1429,72.01,72.15,99.81,138.6,2.72,921.91,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|EU386078.1 Uncultured bacterium clone MD2900-B3 16S ribosomal RNA gene, partial sequence",2218,7,1387,83.27,83.56,99.65,119.67,7.2,2196.43,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"183757|EU496890.1 Uncultured Methanosarcinales archaeon clone mcrA 2-12 methyl-coenzyme M reductase alpha subunit gene, partial cds",816,4,776,78.35,79.9,98.06,125.16,3.48,803.96,1e-26,94695,Archaea,unk_k,Euryarchaeota,Methanomicrobia,Methanosarcinales,unk_f,unk_g,
"115547|EU496891.1 Uncultured archaeon clone mcrA 2-61 methyl-coenzyme M reductase alpha subunit gene, partial cds",391368,4,776,97.42,99.61,97.8,100.39,2267.05,391355.89,1e-26,2157,Archaea,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,
"663|EU574908.1 Vibrio alginolyticus periplasmic protein TonB1, TonB system transport protein ExbB1, and TonB system transport protein ExbD1 genes, complete cds",3262,20,3999,39.81,40.04,99.44,249.78,3.74,3200.07,1e-26,663,Bacteria,unk_k,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio alginolyticus
"77133|EU645126.1 Uncultured bacterium clone MiJ15 16S ribosomal RNA gene, partial sequence",1950,3,745,67.65,69.93,96.74,142.99,18.24,1938.39,1e-26,2,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,
"358574|EU647351.1 Uncultured microorganism clone ERB_6B NifH (nifH) gene, partial cds",14292,2,390,96.92,100.0,96.92,100.0,219.15,14285.91,1e-26,,unk_sk,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,
"358574|EU647354.1 Uncultured microorganism clone ERB_8B NifH (nifH) gene, partial cds",11952,2,423,93.85,99.05,94.75,100.95,187.76,11945.39,1e-26,,unk_sk,unk_k,unk_p,unk_c,unk_o,unk_f,,
"333802|DQ026025.1 Oceanimonas sp. 21 16S ribosomal RNA gene and 16S-23S ribosomal RNA intergenic spacer, complete sequence; and 23S ribosomal RNA gene, partial sequence",2130,9,1834,40.89,41.55,98.43,240.68,5.48,2101.53,1e-26,333802,Bacteria,unk_k,Proteobacteria,Gammaproteobacteria,Aeromonadales,Aeromonadaceae,Oceanimonas,Oceanimonas sp. 21
"77133|AM745139.1 Uncultured bacterium partial 16S rRNA gene, clone GoM161_Bac23",1484,7,1461,91.92,92.47,99.41,108.14,5.55,1461.34,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"120858|AM745151.1 Uncultured epsilon proteobacterium partial 16S rRNA gene, clone GoM161_Bac5",1068,7,1470,72.11,72.24,99.81,138.42,3.26,1045.26,1e-26,120858,Bacteria,unk_k,Proteobacteria,Epsilonproteobacteria,unk_o,unk_f,unk_g,uncultured Epsilonproteobacteria bacterium
"263865|AM745153.1 uncultured candidate division JS1 bacterium partial 16S rRNA gene, clone GoM161_Bac51",1216,8,1546,90.94,91.72,99.15,109.03,4.09,1192.06,1e-26,263865,Bacteria,unk_k,Atribacterota,unk_c,unk_o,unk_f,unk_g,uncultured Atribacterota bacterium
"77133|AM745166.1 Uncultured bacterium partial 16S rRNA gene, clone GoM161_Bac69",9024,7,1489,95.9,96.1,99.79,104.05,28.6,9000.77,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"34034|AM745208.1 Uncultured delta proteobacterium partial 16S rRNA gene, clone GoM_GC232_4463_Bac32",27474,7,1522,65.57,65.7,99.8,152.2,94.38,27450.24,1e-26,34034,Bacteria,unk_k,Proteobacteria,Deltaproteobacteria,unk_o,unk_f,unk_g,uncultured delta proteobacterium
"34034|AM745214.1 Uncultured delta proteobacterium partial 16S rRNA gene, clone GoM_GC232_4463_Bac7",2502,7,1522,96.98,97.24,99.73,102.84,8.71,2478.33,1e-26,34034,Bacteria,unk_k,Proteobacteria,Deltaproteobacteria,unk_o,unk_f,unk_g,uncultured delta proteobacterium
"34034|AM745217.1 Uncultured delta proteobacterium partial 16S rRNA gene, clone GoM_GC232_4463_Bac90",1296,7,1518,47.23,47.3,99.86,211.42,3.61,1272.48,1e-26,34034,Bacteria,unk_k,Proteobacteria,Deltaproteobacteria,unk_o,unk_f,unk_g,uncultured delta proteobacterium
"114243|AM745222.1 Uncultured euryarchaeote partial 16S rRNA gene, clone GoM_GC232_4463_Arch15",1148,7,1358,87.48,87.56,99.92,114.21,4.62,1126.96,1e-26,114243,Archaea,unk_k,Euryarchaeota,unk_c,unk_o,unk_f,unk_g,uncultured euryarchaeote
"114243|AM745223.1 Uncultured euryarchaeote partial 16S rRNA gene, clone GoM_GC232_4463_Arch16",1930,6,1344,84.9,84.97,99.91,117.69,7.51,1909.11,1e-26,114243,Archaea,unk_k,Euryarchaeota,unk_c,unk_o,unk_f,unk_g,uncultured euryarchaeote
"114243|AM745247.1 Uncultured euryarchaeote partial 16S rRNA gene, clone GoM_GC232_4463_Arch9",14690,7,1358,98.82,99.26,99.55,100.74,51.1,14668.8,1e-26,114243,Archaea,unk_k,Euryarchaeota,unk_c,unk_o,unk_f,unk_g,uncultured euryarchaeote
"114243|AM745256.1 Uncultured euryarchaeote partial 16S rRNA gene, clone GoM_GC232_4463_Arch36",866,7,1358,59.87,59.94,99.88,166.83,3.31,845.02,1e-26,114243,Archaea,unk_k,Euryarchaeota,unk_c,unk_o,unk_f,unk_g,uncultured euryarchaeote
"77133|AM746070.1 Uncultured bacterium partial 16S rRNA gene, clone GoM140_Bac38",450,3,706,80.74,81.02,99.65,123.43,3.37,439.09,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|AM746079.1 Uncultured bacterium partial 16S rRNA gene, clone GoM140_Bac61",1772,3,640,96.41,96.41,100.0,103.73,12.65,1762.03,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"291196|AM746080.1 Uncultured candidate division OP5 bacterium partial 16S rRNA gene, clone GoM140_Bac65",1558,3,687,99.13,100.0,99.13,100.0,10.79,1547.3,1e-26,291196,Bacteria,unk_k,Caldiserica,unk_c,unk_o,unk_f,unk_g,uncultured Caldiserica bacterium
"34034|AM746083.1 Uncultured delta proteobacterium partial 16S rRNA gene, clone GoM140_Bac22",1156,7,1529,73.64,73.84,99.73,135.43,3.41,1132.34,1e-26,34034,Bacteria,unk_k,Proteobacteria,Deltaproteobacteria,unk_o,unk_f,unk_g,uncultured delta proteobacterium
"114243|AM746091.1 Uncultured euryarchaeote partial 16S rRNA gene, clone GoM140_Arch16",1878,7,1358,59.65,59.72,99.88,167.45,7.27,1856.9,1e-26,114243,Archaea,unk_k,Euryarchaeota,unk_c,unk_o,unk_f,unk_g,uncultured euryarchaeote
"114243|AM746095.1 Uncultured euryarchaeote partial 16S rRNA gene, clone GoM140_Arch42",10002,7,1346,71.32,71.32,100.0,140.21,33.17,9981.0,1e-26,114243,Archaea,unk_k,Euryarchaeota,unk_c,unk_o,unk_f,unk_g,uncultured euryarchaeote
"114243|AM746097.1 Uncultured euryarchaeote partial 16S rRNA gene, clone GoM140_Arch51AM746108.1 Uncultured euryarchaeote partial 16S rRNA gene, clone GoM140_Arch80",975716,7,1358,99.78,99.78,100.0,100.22,3444.69,975694.81,1e-26,114243,Archaea,unk_k,Euryarchaeota,unk_c,unk_o,unk_f,unk_g,uncultured euryarchaeote
"114243|AM746101.1 Uncultured euryarchaeote partial 16S rRNA gene, clone GoM140_Arch90",6574,7,1358,46.02,46.1,99.84,216.93,22.91,6552.82,1e-26,114243,Archaea,unk_k,Euryarchaeota,unk_c,unk_o,unk_f,unk_g,uncultured euryarchaeote
"77133|EU669587.1 Uncultured bacterium clone S1-35b 16S ribosomal RNA gene, partial sequence",7384,3,577,89.95,91.33,98.48,109.49,54.39,7374.99,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"663|EU625280.1 Vibrio alginolyticus agglutination protein gene, complete cds",2082,7,1359,99.19,99.63,99.56,100.37,6.96,2060.87,1e-26,663,Bacteria,unk_k,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio alginolyticus
"663|EU625284.1 Vibrio alginolyticus agglutination protein gene, partial cds",904,6,1275,93.73,93.8,99.92,106.61,3.53,884.28,1e-26,663,Bacteria,unk_k,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio alginolyticus
"166587|EU729309.1 Uncultured Chloroflexi bacterium clone B93 16S ribosomal RNA gene, partial sequence",3500,2,504,99.21,100.0,99.21,100.0,32.4,3492.14,1e-26,166587,Bacteria,unk_k,Chloroflexi,unk_c,unk_o,unk_f,unk_g,uncultured Chloroflexi bacterium
"77133|EU746797.1 Uncultured bacterium clone TC3_49 16S ribosomal RNA gene, partial sequence",526,4,877,81.41,81.41,100.0,122.83,2.92,512.46,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|EU735028.1 Uncultured bacterium clone 124D66 16S ribosomal RNA gene, partial sequence",1424,7,1490,95.84,96.44,99.37,103.69,4.09,1400.9,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|EU713923.1 Uncultured bacterium clone 25H-0N-2 dinitrogenase reductase (nifH) gene, partial cds",1344,2,386,95.34,100.0,95.34,100.0,22.52,1337.98,1e-26,2,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,,
"115547|EU713927.1 Uncultured archaeon clone 25H-0N-6 dinitrogenase reductase (nifH) gene, partial cds",6288,2,386,96.11,100.0,96.11,100.0,96.92,6281.97,1e-26,2157,Archaea,unk_k,unk_p,unk_c,unk_o,unk_f,,
"115547|EU713929.1 Uncultured archaeon clone 25H-0N-8 dinitrogenase reductase (nifH) gene, partial cds",1210,2,386,96.11,100.0,96.11,100.0,16.99,1203.98,1e-26,2157,Archaea,unk_k,unk_p,unk_c,unk_o,unk_f,,
"77133|EU713966.1 Uncultured bacterium clone 40H-0N-2 dinitrogenase reductase (nifH) gene, partial cds",5788,2,389,96.4,100.0,96.4,100.0,89.39,5781.93,1e-26,2,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,
"77133|EU713968.1 Uncultured bacterium clone 40H-0N-4 dinitrogenase reductase (nifH) gene, partial cds",6312,2,389,97.17,100.0,97.17,100.0,87.6,6305.93,1e-26,2,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,
"115547|EU713974.1 Uncultured archaeon clone 40H-0N-10 dinitrogenase reductase (nifH) gene, partial cds",1530,1,380,91.05,92.89,98.02,107.65,25.45,1524.08,1e-26,2157,Archaea,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,
"77133|EU713976.1 Uncultured bacterium clone 40H-0N-12 dinitrogenase reductase (nifH) gene, partial cds",522,2,386,96.11,100.0,96.11,100.0,6.15,516.0,1e-26,2,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,,
"115547|EU713979.1 Uncultured archaeon clone 40H-0N-15 dinitrogenase reductase (nifH) gene, partial cds",208,2,386,70.47,72.8,96.8,137.37,2.99,202.05,1e-26,2157,Archaea,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,
"115547|EU713990.1 Uncultured archaeon clone 40H-0N-26 dinitrogenase reductase (nifH) gene, partial cds",10244,2,389,96.92,100.0,96.92,100.0,133.25,10237.93,1e-26,2157,Archaea,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,
"115547|EU713992.1 Uncultured archaeon clone 40H-0N-28 dinitrogenase reductase (nifH) gene, partial cds",888,2,386,97.67,100.0,97.67,100.0,9.64,881.99,1e-26,2157,Archaea,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,
"663|EU927695.1 Vibrio alginolyticus putative chitoporin (va0760) gene, complete cds",1248,5,1122,68.98,68.98,100.0,144.96,4.28,1230.58,1e-26,663,Bacteria,unk_k,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio alginolyticus
"24|EU014573.1 Shewanella putrefaciens strain ATCC 49138 16S-23S ribosomal RNA intergenic spacer, complete sequence",340,1,338,98.82,100.3,98.53,99.71,3.98,334.76,1e-26,24,Bacteria,unk_k,Proteobacteria,Gammaproteobacteria,Alteromonadales,Shewanellaceae,Shewanella,Shewanella putrefaciens
"24|EU014591.1 Shewanella putrefaciens strain BCRC 15549 16S-23S ribosomal RNA intergenic spacer, complete sequence",1884,4,902,81.82,85.25,95.97,117.3,11.88,1869.96,1e-26,267890,Bacteria,unk_k,Proteobacteria,Gammaproteobacteria,Alteromonadales,Shewanellaceae,,
"34034|FM179870.1 Uncultured delta proteobacterium partial 16S rRNA gene, clone Tomm05_1274_3_Bac112",7316,7,1521,51.02,51.02,100.0,196.01,23.46,7292.28,1e-26,34034,Bacteria,unk_k,Proteobacteria,Deltaproteobacteria,unk_o,unk_f,unk_g,uncultured delta proteobacterium
"115547|AB461389.1 Uncultured archaeon gene for 16S rRNA, partial sequence, clone: ANME1PC",8672,7,1412,60.76,60.76,100.0,164.57,27.05,8649.97,1e-26,115547,Archaea,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured archaeon
"663|FJ177527.1 Vibrio alginolyticus putative outer membrane protein (va1632) gene, complete cds",686,3,642,93.3,95.33,97.88,104.9,6.16,676.04,1e-26,662,Bacteria,unk_k,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,
"663|FJ176403.1 Vibrio alginolyticus putative lipoprotein VA0449 gene, complete cds",1010,9,1812,59.71,60.1,99.36,166.39,2.48,982.05,1e-26,663,Bacteria,unk_k,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio alginolyticus
"77133|FJ264582.1 Uncultured bacterium clone Mn3b-B23 16S ribosomal RNA gene, partial sequence",6180,7,1475,75.53,75.86,99.55,131.81,15.93,6157.0,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|FJ264786.1 Uncultured bacterium clone so4B6 16S ribosomal RNA gene, partial sequence",73212,7,1525,99.41,99.67,99.74,100.33,215.91,73188.19,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"153939|FJ403715.1 Uncultured sulfate-reducing bacterium clone 25H-0D-32 dissimilatory sulfite reductase subunit A (dsrA) gene, partial cds",3116,4,867,99.65,100.0,99.65,100.0,14.37,3102.48,1e-26,153939,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured sulfate-reducing bacterium
"153939|FJ403791.1 Uncultured sulfate-reducing bacterium clone 40H-0D-33 dissimilatory sulfite reductase subunit A (dsrA) gene, partial cds",522,4,927,87.06,89.86,96.88,111.28,3.3,507.7,1e-26,2,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,
"153939|FJ403875.1 Uncultured sulfate-reducing bacterium clone 40H-260D-24 dissimilatory sulfite reductase subunit A (dsrA) gene, partial cds",28538,4,873,99.54,100.0,99.54,100.0,134.96,28524.37,1e-26,153939,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured sulfate-reducing bacterium
"115547|FJ403596.1 Uncultured archaeon clone 25H-0A-4 methyl-coenzyme M reductase alpha subunit (mcrA) gene, partial cds",3720,3,753,90.7,90.84,99.85,110.09,18.3,3708.26,1e-26,115547,Archaea,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured archaeon
