Closest_match,Score,Expected,Template_length,Template_Identity,Template_Coverage,Query_Identity,Query_Coverage,Depth,q_value,p_value,LCA_TaxId,Superkingdom,Kingdom,Phylum,Class,Order,Family,Genus,Species
"138763|AF296026.1 Unidentified bacterium SM-A48 RNAase P (rnpB) gene, partial sequence",1388,0,290,97.59,100.0,97.59,100.0,26.89,1387.86,1e-26,2,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,
"77133|AY592123.1 Uncultured bacterium clone Kazan-1B-46/BC19-1B-46 16S ribosomal RNA gene, partial sequence",752,0,1262,72.11,72.27,99.78,138.38,2.82,751.38,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|AY592129.1 Uncultured bacterium clone Kazan-2B-04/BC19-2B-04 16S ribosomal RNA gene, partial sequence",1466,0,1292,73.61,73.76,99.79,135.57,6.65,1465.36,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|AY592130.1 Uncultured bacterium clone Kazan-2B-05/BC19-2B-05 16S ribosomal RNA gene, partial sequence",1164,0,1326,67.04,67.57,99.22,147.99,4.94,1163.35,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"283625|AY646155.1 Pseudoalteromonas sp. JL-300 16S ribosomal RNA gene, partial sequence",6770,0,1507,99.8,100.13,99.67,99.87,19.9,6769.26,1e-26,283625,Bacteria,unk_k,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas,Pseudoalteromonas sp. JL-300
"77133|AY592358.1 Uncultured bacterium clone Amsterdam-1B-57 16S ribosomal RNA gene, partial sequence",676,0,1323,48.15,48.3,99.69,207.04,2.49,675.35,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|AY592381.1 Uncultured bacterium clone Amsterdam-2B-21 16S ribosomal RNA gene, partial sequence",712,0,1282,77.61,78.08,99.4,128.07,3.04,711.37,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|AY592385.1 Uncultured bacterium clone Amsterdam-2B-25 16S ribosomal RNA gene, partial sequence",1076,0,1266,82.39,83.33,98.86,120.0,4.74,1075.38,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|AY592428.1 Uncultured bacterium clone Amsterdam-2B-72 16S ribosomal RNA gene, partial sequence",480,0,797,80.8,81.05,99.69,123.37,2.63,479.61,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|AY592563.1 Uncultured bacterium clone Napoli-1B-06 16S ribosomal RNA gene, partial sequence",416,0,756,70.24,70.77,99.25,141.31,2.38,415.63,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|AY592578.1 Uncultured bacterium clone Napoli-1B-22 16S ribosomal RNA gene, partial sequence",412,0,748,75.0,75.4,99.47,132.62,2.39,411.63,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|AY592581.1 Uncultured bacterium clone Napoli-1B-26 16S ribosomal RNA gene, partial sequence",2078,0,1230,97.07,97.48,99.58,102.59,8.98,2077.39,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|AY592616.1 Uncultured bacterium clone Napoli-1B-61 16S ribosomal RNA gene, partial sequence",648,0,1215,82.72,82.8,99.9,120.78,2.42,647.4,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|AY592636.1 Uncultured bacterium clone Napoli-2B-10 16S ribosomal RNA gene, partial sequence",2994,0,1322,98.71,100.0,98.71,100.0,12.72,2993.35,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|AY592661.1 Uncultured bacterium clone Napoli-2B-39 16S ribosomal RNA gene, partial sequence",1046,0,1271,77.5,78.05,99.29,128.12,4.9,1045.37,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|AY592664.1 Uncultured bacterium clone Napoli-2B-42 16S ribosomal RNA gene, partial sequence",1162,0,1224,71.0,71.41,99.43,140.05,5.44,1161.4,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|AY592669.1 Uncultured bacterium clone Napoli-2B-47 16S ribosomal RNA gene, partial sequence",1766,0,1267,98.11,98.66,99.44,101.36,8.19,1765.38,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"86473|AY726906.1 Uncultured gamma proteobacterium clone JL-ETNP-Y42 16S ribosomal RNA gene, partial sequence",658,0,1211,49.46,49.55,99.83,201.83,2.48,657.4,1e-26,86473,Bacteria,unk_k,Proteobacteria,Gammaproteobacteria,unk_o,unk_f,unk_g,uncultured Gammaproteobacteria bacterium
"155900|DQ395383.1 Uncultured organism clone ctg_BRRAA64 16S ribosomal RNA gene, partial sequence",3898,0,1542,90.53,91.7,98.73,109.05,11.18,3897.24,1e-26,155900,unk_sk,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured organism
"155900|DQ395387.1 Uncultured organism clone ctg_BRRAA20 16S ribosomal RNA gene, partial sequence",740,0,1228,88.11,91.21,96.61,109.64,3.44,739.39,1e-26,,unk_sk,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,
"155900|DQ395481.1 Uncultured organism clone ctg_CGOAB55 16S ribosomal RNA gene, partial sequence",3016,0,1490,84.36,84.56,99.76,118.25,9.05,3015.27,1e-26,155900,unk_sk,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured organism
"155900|DQ396160.1 Uncultured organism clone ctg_NISA272 16S ribosomal RNA gene, partial sequence",976,0,1456,31.59,31.59,100.0,316.52,3.02,975.28,1e-26,155900,unk_sk,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured organism
"77133|DQ462285.1 Uncultured bacterium clone b28r 16S ribosomal RNA gene, partial sequence",450,0,861,84.67,85.02,99.59,117.62,2.26,449.58,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|DQ514626.1 Uncultured bacterium clone GC233_A10 particulate methane monooxygenase (pmoA) gene, partial cds",538,0,492,78.25,79.27,98.72,126.15,4.64,537.76,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"153939|AB263140.1 Uncultured sulfate-reducing bacterium dsrA, dsrB genes for dissimilatory sulfite reductase alpha subunit, dissimilatory sulfite reductase beta subunit, partial cds, clone: NTd-I16",13232,0,1926,97.66,100.0,97.66,100.0,39.69,13231.05,1e-26,2,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,
"153939|AB263145.1 Uncultured sulfate-reducing bacterium dsrA, dsrB genes for dissimilatory sulfite reductase alpha subunit, dissimilatory sulfite reductase beta subunit, partial cds, clone: NTd-I21",1054,0,1938,90.3,92.16,97.98,108.51,2.94,1053.04,1e-26,2,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,
"153939|AB263146.1 Uncultured sulfate-reducing bacterium dsrA, dsrB genes for dissimilatory sulfite reductase alpha subunit, dissimilatory sulfite reductase beta subunit, partial cds, clone: NTd-I22",2568,0,1938,97.11,100.05,97.06,99.95,6.76,2567.04,1e-26,2,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,
"153939|AB263153.1 Uncultured sulfate-reducing bacterium dsrA, dsrB genes for dissimilatory sulfite reductase alpha subunit, dissimilatory sulfite reductase beta subunit, partial cds, clone: NTd-II02",1990,0,1905,40.16,40.21,99.87,248.69,3.94,1989.06,1e-26,153939,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured sulfate-reducing bacterium
"153939|AB263154.1 Uncultured sulfate-reducing bacterium dsrA, dsrB genes for dissimilatory sulfite reductase alpha subunit, dissimilatory sulfite reductase beta subunit, partial cds, clone: NTd-II03",14454,0,1905,94.02,100.05,93.97,99.95,45.69,14453.06,1e-26,2,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,,
"153939|AB263173.1 Uncultured sulfate-reducing bacterium dsrA, dsrB genes for dissimilatory sulfite reductase alpha subunit, dissimilatory sulfite reductase beta subunit, partial cds, clone: NTd-V02",1724,0,1793,89.18,90.96,98.04,109.93,5.13,1723.12,1e-26,2,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,
"153939|AB263176.1 Uncultured sulfate-reducing bacterium dsrA, dsrB genes for dissimilatory sulfite reductase alpha subunit, dissimilatory sulfite reductase beta subunit, partial cds, clone: NTd-V05",1714,0,1811,75.54,78.91,95.73,126.73,7.19,1713.11,1e-26,2,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,,
"153939|DQ521846.1 Uncultured sulfate-reducing bacterium clone SURF-GC205-dsr57 dissimilatory sulfite reductase subunit A (dsrA) and dissimilatory sulfite reductase subunit B (dsrB) genes, partial cds",1858,0,1128,96.37,97.96,98.37,102.08,8.59,1857.44,1e-26,2,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,
"153939|DQ521847.1 Uncultured sulfate-reducing bacterium clone SURF-GC205-dsr1 dissimilatory sulfite reductase subunit A (dsrA) and dissimilatory sulfite reductase subunit B (dsrB) genes, partial cds",12688,0,1111,97.84,99.55,98.28,100.45,64.76,12687.45,1e-26,2,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,
"153939|DQ521850.1 Uncultured sulfate-reducing bacterium clone SMI1-GC205-dsr78 dissimilatory sulfite reductase subunit A (dsrA) and dissimilatory sulfite reductase subunit B (dsrB) genes, partial cds",1104,0,1048,94.75,97.9,96.78,102.14,7.26,1103.48,1e-26,2,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,
"77133|DQ521787.1 Uncultured bacterium clone SMI1-GC205-Bac2i 16S ribosomal RNA gene, partial sequence",3468,0,1433,50.73,50.87,99.73,196.57,11.14,3467.29,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|DQ521811.1 Uncultured bacterium clone SURF-GC205-Bac28 16S ribosomal RNA gene, partial sequence",1758,0,1480,97.23,97.91,99.31,102.14,6.67,1757.27,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|DQ521814.1 Uncultured bacterium clone SURF-GC205-Bac14 16S ribosomal RNA gene, partial sequence",964,0,1486,73.89,74.36,99.37,134.48,2.97,963.27,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|DQ521820.1 Uncultured bacterium clone SURF-GC205-Bac6 16S ribosomal RNA gene, partial sequence",1444,0,1432,93.51,93.85,99.63,106.55,4.42,1443.29,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"394741|DQ779639.1 Aphelochaeta marioni 18S ribosomal RNA gene, partial sequence",1146,0,1734,66.21,66.78,99.14,149.74,3.49,1145.15,1e-26,394741,Eukaryota,Metazoa,Annelida,Polychaeta,Terebellida,Cirratulidae,Aphelochaeta,Aphelochaeta marioni
"218289|DQ831554.1 Uncultured Desulfosarcina sp. clone CBII25 16S ribosomal RNA gene, partial sequence",1272,0,1518,47.43,47.56,99.72,210.25,3.37,1271.25,1e-26,218289,Bacteria,unk_k,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobacteraceae,Desulfosarcina,uncultured Desulfosarcina sp.
"120965|DQ869893.1 Uncultured planctomycete clone EHSF01 16S ribosomal RNA gene, partial sequence",422,0,706,61.33,61.33,100.0,163.05,2.97,421.65,1e-26,120965,Bacteria,unk_k,Planctomycetota,unk_c,unk_o,unk_f,unk_g,uncultured planctomycete
"100272|AB252765.1 Uncultured eukaryote gene for SSU rRNA, partial sequence, clone: NAMAKO-25",4118,0,1618,89.86,92.77,96.87,107.79,13.96,4117.2,1e-26,2759,Eukaryota,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,
"34034|DQ901627.1 Uncultured delta proteobacterium clone YS-UMF5_179 16S ribosomal RNA gene, partial sequence",586,0,946,55.6,56.34,98.69,177.49,3.17,585.53,1e-26,34034,Bacteria,unk_k,Proteobacteria,Deltaproteobacteria,unk_o,unk_f,unk_g,uncultured delta proteobacterium
"77133|AB272920.1 Uncultured bacterium nirS gene for cd1-type nitrite reductase, partial cds, clone: NDnirS23-11",128,0,127,97.64,100.0,97.64,100.0,5.01,127.94,1e-26,2,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,
"77133|AB272951.1 Uncultured bacterium nirS gene for cd1-type nitrite reductase, partial cds, clone: NBnirS46-3",498,0,297,96.97,100.0,96.97,100.0,10.09,497.85,1e-26,2,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,
"77133|AB272971.1 Uncultured bacterium nirS gene for cd1-type nitrite reductase, partial cds, clone: NEnirS46-7",164,0,295,97.97,100.0,97.97,100.0,2.42,163.85,1e-26,2,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,
"77133|AB272974.1 Uncultured bacterium nirS gene for cd1-type nitrite reductase, partial cds, clone: NFnirS46-4",172,0,298,95.97,100.0,95.97,100.0,4.51,171.85,1e-26,2,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,,
"166587|EF061969.1 Uncultured Chloroflexi bacterium clone XME38 16S ribosomal RNA gene, partial sequence",932,0,1468,74.39,75.0,99.18,133.33,2.85,931.28,1e-26,166587,Bacteria,unk_k,Chloroflexi,unk_c,unk_o,unk_f,unk_g,uncultured Chloroflexi bacterium
"120965|EF061983.1 Uncultured planctomycete clone XME64 16S ribosomal RNA gene, partial sequence",918,0,1517,73.17,74.56,98.14,134.13,3.07,917.25,1e-26,203682,Bacteria,unk_k,Planctomycetota,unk_c,unk_o,unk_f,unk_g,
"1826778|EF143346.1 Unidentified bacterium clone 5-AkalH-PUFC-CH4 16S ribosomal RNA, 16S-23S ribosomal RNA intergenic spacer and 23S ribosomal RNA gene, partial sequence",240,0,409,87.04,87.78,99.16,113.93,3.06,239.8,1e-26,1869227,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,bacterium
"77133|EF191395.1 Uncultured bacterium clone 58-BCH-SEDVA1-E6 16S ribosomal RNA gene and 16S-23S ribosomal RNA intergenic spacer, partial sequence",210,0,411,88.08,90.27,97.57,110.78,2.26,209.8,1e-26,2,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,
"77133|EF208698.1 Uncultured bacterium clone CI75cm.2.02 16S ribosomal RNA gene, partial sequence",1158,0,1461,88.16,89.05,99.0,112.3,4.7,1157.28,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"198431|AM403038.1 Uncultured prokaryote partial cbbL gene for ribulose-1,5-bisphosphate carboxylase/oxygenase form I large subunit, clone G06",334,0,591,64.47,65.82,97.94,151.93,3.02,333.71,1e-26,,unk_sk,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,
"271091|EF426680.1 Psychrilyobacter atlanticus strain HAW-EB21 23S ribosomal RNA gene, partial sequence",9756,0,1262,99.13,99.92,99.21,100.08,42.89,9755.38,1e-26,271091,Bacteria,unk_k,Fusobacteria,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Psychrilyobacter,Psychrilyobacter atlanticus
"100272|AB275102.1 Uncultured eukaryote gene for SSU rRNA, partial sequence, clone: CYSGM-19",1034,0,1563,64.11,64.24,99.8,155.68,3.36,1033.23,1e-26,100272,Eukaryota,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured eukaryote
"203437|DQ431883.1 Uncultured Gemmatimonadetes bacterium clone 3G1820-03 16S ribosomal RNA gene, partial sequence",784,0,1416,97.6,99.36,98.22,100.64,3.12,783.3,1e-26,142182,Bacteria,unk_k,Gemmatimonadetes,unk_c,unk_o,unk_f,unk_g,
"56765|EF471370.1 Uncultured marine bacterium clone A1-80-5 assimilatory nitrate reductase (nasA) gene, partial cds",600,0,824,98.3,100.0,98.3,100.0,3.56,599.59,1e-26,2,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,
"77133|EF491513.1 Uncultured bacterium clone EP4-17 16S ribosomal RNA gene, partial sequence",2796,0,939,96.38,96.38,100.0,103.76,15.95,2795.54,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"153939|AM408821.1 Uncultured sulfate-reducing bacterium partial dsrA and dsrB genes for dissimilatory sulfite reductase alpha and beta subunits, clone AB-04",1896,0,1917,36.31,38.71,93.8,258.36,7.11,1895.06,1e-26,2,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,,
"77133|EF582507.1 Uncultured bacterium clone Sm6-43 16S ribosomal RNA gene, partial sequence",552,0,700,74.29,75.86,97.93,131.83,4.27,551.65,1e-26,2,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,
"444559|EF587999.1 Terasakiella sp. UST061013-067 16S ribosomal RNA gene, partial sequence",722,0,1254,85.01,85.01,100.0,117.64,2.63,721.38,1e-26,444559,Bacteria,unk_k,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Terasakiellaceae,Terasakiella,Terasakiella sp. UST061013-067
"77133|AB305350.1 Uncultured bacterium gene for 16S rRNA, partial sequence, clone: p816N_b_67",490,0,859,58.91,61.58,95.65,162.38,3.51,489.58,1e-26,2,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,,
"77133|AB305492.1 Uncultured bacterium gene for 16S rRNA, partial sequence, clone: p763_b_4.19",522,0,882,65.87,66.1,99.66,151.29,2.88,521.57,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|AB305494.1 Uncultured bacterium gene for 16S rRNA, partial sequence, clone: p763_b_4.21",918,0,877,90.54,90.54,100.0,110.45,6.16,917.57,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|EU048611.1 Uncultured bacterium clone MD2902-B4 16S ribosomal RNA gene, partial sequence",2894,0,1434,87.17,87.17,100.0,114.72,9.62,2893.29,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|EU048663.1 Uncultured bacterium clone MD2896-B2 16S ribosomal RNA gene, partial sequence",914,0,1418,73.27,73.34,99.9,136.35,3.38,913.3,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"91750|EU050751.1 Uncultured alpha proteobacterium clone ss1_B_03_91 16S ribosomal RNA gene, partial sequence",806,0,1419,64.62,64.69,99.89,154.58,2.27,805.3,1e-26,91750,Bacteria,unk_k,Proteobacteria,Alphaproteobacteria,unk_o,unk_f,unk_g,uncultured Alphaproteobacteria bacterium
"34034|EU050852.1 Uncultured delta proteobacterium clone ss1_B_01_50 16S ribosomal RNA gene, partial sequence",806,0,1473,85.2,85.68,99.45,116.72,3.14,805.27,1e-26,34034,Bacteria,unk_k,Proteobacteria,Deltaproteobacteria,unk_o,unk_f,unk_g,uncultured delta proteobacterium
"100272|EU050982.1 Uncultured eukaryote clone SS1_E_01_45 18S ribosomal RNA gene, partial sequence",3266,0,1705,80.7,84.11,95.96,118.9,11.11,3265.16,1e-26,2759,Eukaryota,unk_k,unk_p,unk_c,unk_o,unk_f,,
"77133|EU048524.1 Uncultured bacterium clone B2-10 putative dissimilatory reductase (nirS) gene, partial cds",536,0,885,54.24,57.29,94.67,174.56,4.14,535.56,1e-26,2,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,,
"482302|AB367239.1 Halomonas sp. KJ-4-1-1 genes for 16S ribosomal RNA, internal transcribed spacer 1 and 23S ribosomal RNA, partial and complete sequence, clone: 923",776,0,923,85.16,87.32,97.52,114.52,5.73,775.55,1e-26,2745,Bacteria,unk_k,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Halomonadaceae,Halomonas,
"291756|AB367278.1 Halomonas sp. ISCar-Hm1 genes for 16S ribosomal RNA, internal transcribed spacer 1 and 23S ribosomal RNA, partial and complete sequence, clone: 919",588,0,919,75.08,76.39,98.29,130.91,3.29,587.55,1e-26,2745,Bacteria,unk_k,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Halomonadaceae,Halomonas,
"77133|EU287094.1 Uncultured bacterium clone P13-1 16S ribosomal RNA gene, partial sequenceEU287137.1 Uncultured bacterium clone P13-44 16S ribosomal RNA gene, partial sequence",808,0,1502,64.78,64.85,99.9,154.21,2.57,807.26,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|EU287102.1 Uncultured bacterium clone P13-9 16S ribosomal RNA gene, partial sequence",1258,0,1516,96.31,96.77,99.52,103.34,3.98,1257.25,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|EU287141.1 Uncultured bacterium clone P13-48 16S ribosomal RNA gene, partial sequence",1508,0,1521,83.76,85.01,98.53,117.63,4.61,1507.25,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|EU287165.1 Uncultured bacterium clone P13-72 16S ribosomal RNA gene, partial sequence",6986,0,1499,99.8,100.0,99.8,100.0,20.78,6985.26,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|EU287170.1 Uncultured bacterium clone P13-77 16S ribosomal RNA gene, partial sequence",1294,0,1518,73.19,73.72,99.29,135.66,4.07,1293.25,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|EU287191.1 Uncultured bacterium clone S11-8 16S ribosomal RNA gene, partial sequence",1540,0,1519,76.37,76.5,99.83,130.72,4.72,1539.25,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|EU287195.1 Uncultured bacterium clone S11-12 16S ribosomal RNA gene, partial sequenceEU287281.1 Uncultured bacterium clone S11-98 16S ribosomal RNA gene, partial sequence",1542,0,1502,70.37,70.51,99.81,141.83,5.49,1541.26,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|EU287210.1 Uncultured bacterium clone S11-27 16S ribosomal RNA gene, partial sequence",1400,0,1518,92.36,92.62,99.72,107.97,4.59,1399.25,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|EU287229.1 Uncultured bacterium clone S11-46 16S ribosomal RNA gene, partial sequence",8526,0,1500,99.87,100.0,99.87,100.0,24.29,8525.26,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|EU287271.1 Uncultured bacterium clone S11-88 16S ribosomal RNA gene, partial sequence",1204,0,1523,48.59,48.65,99.87,205.53,3.32,1203.25,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|EU287309.1 Uncultured bacterium clone S26-9 16S ribosomal RNA gene, partial sequence",1086,0,1500,77.67,77.87,99.74,128.42,3.36,1085.26,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|EU287420.1 Uncultured bacterium clone S26-120 16S ribosomal RNA gene, partial sequence",2254,0,1523,95.8,96.06,99.73,104.1,7.58,2253.25,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"452629|NR_041617.1 Amphritea balenae strain JAMM 1525 16S ribosomal RNA gene, partial sequenceAB330883.1 Amphritea balenae gene for 16S ribosomal RNA, partial sequence, strain: JAMM 1525",878,0,1463,88.17,88.17,100.0,113.41,2.87,877.28,1e-26,452629,Bacteria,unk_k,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Oceanospirillaceae,Amphritea,Amphritea balenae
"171953|DQ829657.1 Uncultured Acidobacteria bacterium clone DON33 23S ribosomal RNA gene, partial sequence",33908,0,1875,96.59,100.11,96.48,99.89,134.54,33907.08,1e-26,57723,Bacteria,unk_k,Acidobacteria,unk_c,unk_o,unk_f,unk_g,
"77133|AM913488.1 Uncultured bacterium partial integron, gene cassette region, clone NWAO_4_60_1_1",260,0,471,60.93,64.54,94.41,154.93,4.46,259.77,1e-26,2,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,,
"77133|EU362268.1 Uncultured bacterium clone TfP20L30 16S ribosomal RNA gene, partial sequence",592,0,937,86.02,88.15,97.58,113.44,3.2,591.54,1e-26,2,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,
