Closest_match,Score,Expected,Template_length,Template_Identity,Template_Coverage,Query_Identity,Query_Coverage,Depth,q_value,p_value,LCA_TaxId,Superkingdom,Kingdom,Phylum,Class,Order,Family,Genus,Species
"175243|HQ871913.1 Uncultured Ascomycota clone UAP7754 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene and internal transcribed spacer 2, complete sequence; and 28S ribosomal RNA gene, partial sequence",522,1,401,81.8,83.04,98.5,120.42,6,518.8,1.00E-26,175243,Eukaryota,Fungi,Ascomycota,unk_c,unk_o,unk_f,unk_g,uncultured Ascomycota
"112752|AJ248423.2 Uncultured bacterium pB49 partial nirS gene for nitrite reductase, clone pB49",2232,2,831,97.11,100,97.11,100,17.41,2225.37,1.00E-26,2,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,
"112753|AJ248424.2 Uncultured bacterium pB66 partial nirS gene for nitrite reductase, clone pB66",1012,2,831,85.08,88.81,95.8,112.6,9.13,1005.38,1.00E-26,2,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,,
"112754|AJ248425.2 Uncultured bacterium pB76 partial nirS gene for nitrite reductase, clone pB76",540,2,831,88.93,93.14,95.48,107.36,4.75,533.4,1.00E-26,2,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,,
"112755|AJ248426.2 Uncultured bacterium pC56 partial nirS gene for nitrite reductase, clone pC56",3398,2,831,95.79,100,95.79,100,25.93,3391.37,1.00E-26,2,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,,
"670|AB082123.1 Vibrio parahaemolyticus vibrioferrin biosynthesis gene cluster (pvsA, pvsB, pvsC, pvsD, pvsE), complete cds",11842,20,7734,31.73,32.82,96.69,304.73,7.46,11780.35,1.00E-26,662,Bacteria,unk_k,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,
"152509|AY500023.1 Uncultured Bacteroidetes bacterium clone Nubeena153 16S ribosomal RNA gene, partial sequence",564,2,992,85.38,86.49,98.72,115.62,2.41,556.12,1.00E-26,152509,Bacteria,unk_k,Bacteroidota,unk_c,unk_o,unk_f,unk_g,uncultured Bacteroidetes bacterium
"152509|AY500027.1 Uncultured Bacteroidetes bacterium clone Nubeena114 16S ribosomal RNA gene, partial sequence",588,2,984,66.67,67.17,99.24,148.87,2.86,580.18,1.00E-26,152509,Bacteria,unk_k,Bacteroidota,unk_c,unk_o,unk_f,unk_g,uncultured Bacteroidetes bacterium
"166587|AY500102.1 Uncultured Chloroflexi bacterium clone Nubeena371B 16S ribosomal RNA gene, partial sequence",278,1,552,52.17,53.44,97.63,187.12,2.59,273.62,1.00E-26,200795,Bacteria,unk_k,Chloroflexi,unk_c,unk_o,unk_f,unk_g,
"265883|NR_028660.1 Thiomicrospira thermophila strain I78 16S ribosomal RNA gene, partial sequenceAB166731.1 Thiomicrospira thermophila gene for 16S rRNA, partial sequence",2604,3,1478,93.91,93.91,100,106.48,8.52,2592.22,1.00E-26,265883,Bacteria,unk_k,Proteobacteria,Gammaproteobacteria,Thiotrichales,Piscirickettsiaceae,Hydrogenovibrio,Hydrogenovibrio thermophilus
"663|AB178641.1 Vibrio alginolyticus fliF, fliG genes for basal body protein, switch protein, complete cds",33768,7,2931,93.89,95.02,98.82,105.24,50.94,33744.59,1.00E-26,663,Bacteria,unk_k,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio alginolyticus
"285061|AB183509.1 Moritella sp. T4714 gene for 16S ribosomal RNA, partial sequence",2020,4,1505,56.68,57.74,98.16,173.19,5.92,2008.01,1.00E-26,58050,Bacteria,unk_k,Proteobacteria,Gammaproteobacteria,Alteromonadales,Moritellaceae,Moritella,
"77133|AY588963.1 Uncultured bacterium clone DE2.5 16S ribosomal RNA gene, partial sequence",5076,3,1471,99.93,100,99.93,100,16.8,5064.26,1.00E-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"152509|AJ704703.1 Uncultured Bacteroidetes bacterium partial 16S rRNA gene, clone HMMVCen-36",758,3,1485,44.31,44.58,99.4,224.32,2.13,746.22,1.00E-26,152509,Bacteria,unk_k,Bacteroidota,unk_c,unk_o,unk_f,unk_g,uncultured Bacteroidetes bacterium
"310682|AJ877255.1 Ilyobacter psychrophilus 16S rRNA gene, type strain FQ50T",1078,3,1409,52.45,52.66,99.6,189.89,3.6,1066.79,1.00E-26,310682,Bacteria,unk_k,Fusobacteria,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Ilyobacter,Ilyobacter psychrophilus
"663|S71194.1 PAS factor=protein secretion factor [Vibrio alginolyticus, NCIB 11038, Genomic, 653 nt]",1044,1,653,72.13,72.43,99.58,138.05,8.17,1038.79,1.00E-26,663,Bacteria,unk_k,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio alginolyticus
"86473|AB015252.1 Uncultured gamma proteobacterium gene for 16S ribosomal RNA, partial sequence, clone:JTB148",1246,4,1518,61.2,61.26,99.89,163.23,3.69,1233.92,1.00E-26,86473,Bacteria,unk_k,Proteobacteria,Gammaproteobacteria,unk_o,unk_f,unk_g,uncultured Gammaproteobacteria bacterium
"34034|AB015515.1 Uncultured delta proteobacterium gene for 16S ribosomal RNA, partial sequence, clone: BD1-2",1174,4,1523,85.82,85.88,99.92,116.44,3.6,1161.89,1.00E-26,34034,Bacteria,unk_k,Proteobacteria,Deltaproteobacteria,unk_o,unk_f,unk_g,uncultured delta proteobacterium
"2722|AB015534.1 Unidentified proteobacterium gene for 16S ribosomal RNA, partial sequence, clone: BD2-4",1114,3,1493,83.39,84.19,99.05,118.77,3.14,1102.13,1.00E-26,2722,Bacteria,unk_k,Proteobacteria,unk_c,unk_o,unk_f,unk_g,unidentified proteobacterium
"100235|AB015539.1 Uncultured actinomycete gene for 16S ribosomal RNA, partial sequence, clone: BD2-10",1556,3,1488,85.48,85.89,99.53,116.43,4.61,1544.15,1.00E-26,100235,Bacteria,unk_k,Actinobacteria,Actinomycetia,Actinomycetales,unk_f,unk_g,uncultured actinomycete
"77133|AB015540.1 Uncultured bacterium gene for 16S ribosomal RNA, partial sequence, clone: BD2-11",1244,4,1524,88.98,90.29,98.55,110.76,4.23,1231.88,1.00E-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"91750|AB013259.1 Uncultured alpha proteobacterium gene for 16S rRNA, partial sequence, clone: NKB7",5974,3,1442,73.02,73.16,99.81,136.68,22.25,5962.49,1.00E-26,91750,Bacteria,unk_k,Proteobacteria,Alphaproteobacteria,unk_o,unk_f,unk_g,uncultured Alphaproteobacteria bacterium
"120858|AB013261.1 Uncultured epsilon proteobacterium gene for 16S ribosomal RNA, partial sequence, clone: NKB9",7258,3,1473,99.52,100.07,99.46,99.93,24.63,7246.24,1.00E-26,120858,Bacteria,unk_k,Proteobacteria,Epsilonproteobacteria,unk_o,unk_f,unk_g,uncultured Epsilonproteobacteria bacterium
"120858|AB013263.1 Uncultured epsilon proteobacterium gene for 16S ribosomal RNA, partial sequence, clone: NKB11",12360,3,1475,99.19,99.46,99.73,100.55,41.97,12348.22,1.00E-26,120858,Bacteria,unk_k,Proteobacteria,Epsilonproteobacteria,unk_o,unk_f,unk_g,uncultured Epsilonproteobacteria bacterium
"77133|AB013269.1 Uncultured bacterium gene for 16S rRNA, partial sequence, clone: NKB17",1178,4,1523,77.48,77.74,99.66,128.63,3.93,1165.89,1.00E-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"116093|AB070236.1 Pseudoalteromonas sp. A28 empI gene for metal protease, complete cds",8334,7,2780,97.73,100.04,97.7,99.96,18.4,8311.82,1.00E-26,53246,Bacteria,unk_k,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas,
"77133|AB069789.1 Uncultured bacterium 16S rRNA, partial sequence, clone:CS2.28",1806,2,874,63.62,63.73,99.82,156.91,9.46,1799.03,1.00E-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|AB069791.1 Uncultured bacterium 16S rRNA, partial sequence, clone:CS5.5",724,2,913,86.97,87.73,99.13,113.98,3.94,716.74,1.00E-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"38313|AY066004.1 Shewanella algae oxacillinase (oxaSH) and transcriptional regulator LysR (otrR) genes, complete cds",1848,6,2300,82.96,84.22,98.5,118.74,3.71,1829.7,1.00E-26,38313,Bacteria,unk_k,Proteobacteria,Gammaproteobacteria,Alteromonadales,Shewanellaceae,Shewanella,Shewanella algae
"38313|AY069931.1 Shewanella algae cephalosporinase (ampC) gene, complete cds",816,3,1370,68.69,72.04,95.34,138.8,3.95,805.12,1.00E-26,267890,Bacteria,unk_k,Proteobacteria,Gammaproteobacteria,Alteromonadales,Shewanellaceae,,
"77133|AB094896.1 Uncultured bacterium gene for 16S rRNA, partial sequence, clone:OHKB7.39",958,2,887,70.24,73.06,96.14,136.88,4.73,950.94,1.00E-26,2,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,,
"77133|AY197416.1 Uncultured bacterium clone B04R015 16S ribosomal RNA gene, partial sequence",882,3,1469,45.41,45.75,99.26,218.6,2.35,870.33,1.00E-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"153939|AY197449.1 Uncultured sulfate-reducing bacterium clone B04P003 dissimilatory sulfite reductase alpha subunit (dsrA) and dissimilatory sulfite reductase beta subunit (dsrB) genes, partial cds",1164,4,1794,54.52,56.74,96.07,176.23,4.45,1149.74,1.00E-26,2,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,,
"153939|AY197450.1 Uncultured sulfate-reducing bacterium clone B04P004 dissimilatory sulfite reductase alpha subunit (dsrA) and dissimilatory sulfite reductase beta subunit (dsrB) genes, partial cds",1548,4,1791,80.51,83.25,96.71,120.12,5.64,1533.75,1.00E-26,2,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,
"34034|AB116481.1 Uncultured delta proteobacterium gene for 16S rRNA, partial sequence, clone: Y196",672,3,1175,76.34,76.85,99.34,130.12,2.78,662.67,1.00E-26,34034,Bacteria,unk_k,Proteobacteria,Deltaproteobacteria,unk_o,unk_f,unk_g,uncultured delta proteobacterium
"198431|AB175487.1 Uncultured prokaryote cbbL gene for ribulose,1-5,bisphosphate carboxylase oxygenase form I large subunit cbbL, partial cds, clone:Suiyo (I)-1",11742,2,812,92.24,100,92.24,100,103.89,11735.51,1.00E-26,,unk_sk,unk_k,unk_p,unk_c,unk_o,unk_f,,
"198431|AB175812.1 Uncultured prokaryote cbbL gene for ribulose,1-5,bisphosphate carboxylase oxygenase form I large subunit cbbL, partial cds, clone:Suiyo (I)-8",1130,2,812,76.11,80.54,94.5,124.16,11.61,1123.53,1.00E-26,,unk_sk,unk_k,unk_p,unk_c,unk_o,unk_f,,
"48076|AJ717489.1 Marinobacterium georgiense partial rpoB gene for DNA-directed RNA polymerase beta chain, strain CIP 106746T",728,2,1029,97.28,98.15,99.11,101.88,2.95,719.82,1.00E-26,48076,Bacteria,unk_k,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Oceanospirillaceae,Marinobacterium,Marinobacterium georgiense
"49186|AJ717490.1 Marinobacterium stanieri partial rpoB gene for DNA-directed RNA polymerase beta chain, strain LMG 6847T",1380,2,972,98.46,100,98.46,100,6.56,1372.25,1.00E-26,49186,Bacteria,unk_k,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Oceanospirillaceae,Marinobacterium,Marinobacterium stanieri
"77133|AJ811527.1 Uncultured bacterium partial nirS gene for putative dissimilatory nitrite reductase, clone IC200-47",672,2,839,73.78,73.78,100,135.54,3.08,665.33,1.00E-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"663|AJ842372.1 Vibrio alginolyticus partial recA gene, strain LMG 4407AJ842374.1 Vibrio alginolyticus partial recA gene, strain R-14876",3142,2,797,83.31,84.07,99.1,118.96,15.01,3135.64,1.00E-26,663,Bacteria,unk_k,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio alginolyticus
"239745|AB188774.1 Uncultured Desulfobulbus sp. gene for 16S rRNA, partial sequence",3152,4,1517,43.64,43.7,99.85,228.81,12.02,3139.9,1.00E-26,239745,Bacteria,unk_k,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobulbaceae,Desulfobulbus,uncultured Desulfobulbus sp.
"304384|AB196257.1 Marinobacterium sp. IC961 gene for 16S ribosomal RNA, complete sequence, strain: IC961",1074,4,1506,70.45,70.78,99.53,141.28,3.1,1062.03,1.00E-26,304384,Bacteria,unk_k,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Oceanospirillaceae,Marinobacterium,Marinobacterium sp. IC961
"663|DQ075316.1 Vibrio alginolyticus outer membrane protein W (ompW) gene, complete cds",592,1,645,75.97,76.74,98.99,130.3,3.72,586.87,1.00E-26,663,Bacteria,unk_k,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio alginolyticus
"86473|DQ351743.1 Uncultured gamma proteobacterium clone Belgica2005/10-120-8 16S ribosomal RNA gene, complete sequence",1548,3,1499,77.12,77.38,99.66,129.22,5.6,1536.06,1.00E-26,86473,Bacteria,unk_k,Proteobacteria,Gammaproteobacteria,unk_o,unk_f,unk_g,uncultured Gammaproteobacteria bacterium
"86473|DQ351779.1 Uncultured gamma proteobacterium clone Belgica2005/10-140-6 16S ribosomal RNA gene, complete sequence",768,3,1494,43.44,43.57,99.69,229.49,2.16,756.15,1.00E-26,86473,Bacteria,unk_k,Proteobacteria,Gammaproteobacteria,unk_o,unk_f,unk_g,uncultured Gammaproteobacteria bacterium
"663|DQ097160.1 Vibrio alginolyticus strain ZJ04107 alkaline serine exoprotease A (aspA) gene, complete cds",976,4,1746,34.99,36.94,94.73,270.7,3.26,962.14,1.00E-26,641,Bacteria,unk_k,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,,
"198240|AY883171.1 Uncultured methanogenic archaeon clone AN07BC1_15_31 McrA (mcrA) gene, partial cds",856,2,769,56.31,57.09,98.63,175.17,3.44,849.88,1.00E-26,198240,Archaea,unk_k,Euryarchaeota,unk_c,unk_o,unk_f,unk_g,uncultured methanogenic archaeon
"77133|DQ386704.1 Uncultured bacterium clone Carb Eub 6 16S ribosomal RNA gene, partial sequence",456,2,809,65.88,67.37,97.8,148.44,3.33,449.58,1.00E-26,2,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,
"160238|AB238990.1 Uncultured Cytophaga sp. gene for 16S rRNA, partial sequence, clone: BJS72-066",486,2,923,53.2,53.3,99.8,187.6,2.27,478.67,1.00E-26,160238,Bacteria,unk_k,Bacteroidota,Cytophagia,Cytophagales,Cytophagaceae,Cytophaga,uncultured Cytophaga sp.
"165435|AB239059.1 Uncultured Flavobacterium sp. gene for 16S rRNA, partial sequence, clone: BJS8R-022",1108,2,930,78.06,78.28,99.73,127.75,6.13,1100.59,1.00E-26,165435,Bacteria,unk_k,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,uncultured Flavobacterium sp.
"663|AB008030.1 Vibrio alginolyticus Na-translocating NADH-quinone reductase gene cluster (nqr1, nqr2, nqr3, nqr4, nqr5, nqr6), complete cds",65100,18,6908,62.36,62.59,99.63,159.76,39.07,65044.84,1.00E-26,663,Bacteria,unk_k,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio alginolyticus
"77133|AY133425.1 Uncultured bacterium clone BB2_110 16S ribosomal RNA gene, partial sequence",1050,2,995,54.47,54.67,99.63,182.9,5.41,1042.08,1.00E-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"663|AB191524.1 Vibrio alginolyticus flhF, flhG genes for putative GTP-binding protein, putative ATP-binding protein, complete cds",44190,6,2574,98.91,99.61,99.3,100.39,73.86,44169.44,1.00E-26,663,Bacteria,unk_k,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio alginolyticus
"77133|DQ394965.1 Uncultured bacterium clone VHS-B3-81 16S ribosomal RNA gene, partial sequence",790,3,1458,70.64,71.4,98.94,140.06,2.83,778.43,1.00E-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|DQ312595.1 Uncultured bacterium clone 3B8E 23S ribosomal RNA gene, partial sequence",844,2,765,92.42,95.95,96.32,104.22,7.44,837.91,1.00E-26,2,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,
"77133|DQ312599.1 Uncultured bacterium clone 3B9F 23S ribosomal RNA gene, partial sequence",386,0,282,97.87,100,97.87,100,8.1,383.75,1.00E-26,2,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,
"77133|DQ312693.1 Uncultured bacterium clone 3E2F 23S ribosomal RNA gene, partial sequenceDQ312756.1 Uncultured bacterium clone 3G3G 23S ribosomal RNA gene, partial sequenceDQ312876.1 Uncultured bacterium clone 3K1H 23S ribosomal RNA gene, partial sequence",646,2,778,65.42,69.54,94.09,143.81,6.91,639.81,1.00E-26,2,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,,
"77133|DQ312786.1 Uncultured bacterium clone 3H2G 23S ribosomal RNA gene, partial sequence",6584,1,720,68.47,71.81,95.36,139.26,70.99,6578.25,1.00E-26,2,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,,
"77133|DQ312792.1 Uncultured bacterium clone 3H4B 23S ribosomal RNA gene, partial sequence",79214,2,769,98.44,99.87,98.57,100.13,626.95,79207.86,1.00E-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|DQ312906.1 Uncultured bacterium clone 3L4G 23S ribosomal RNA gene, partial sequence",1908,1,706,93.34,97.17,96.06,102.92,19.1,1902.37,1.00E-26,2,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,,
"77133|DQ313007.1 Uncultured bacterium clone 3O7B 23S ribosomal RNA gene, partial sequence",616,2,789,83.78,88.21,94.97,113.36,5.62,609.72,1.00E-26,2,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,,
"77133|DQ313023.1 Uncultured bacterium clone 3P1G 23S ribosomal RNA gene, partial sequence",8154,2,789,88.59,88.72,99.86,112.71,55.48,8147.7,1.00E-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|DQ313078.1 Uncultured bacterium clone 3R1F 23S ribosomal RNA gene, partial sequence",708,1,697,91.54,95.55,95.8,104.65,6.87,702.45,1.00E-26,2,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,,
"77133|DQ313121.1 Uncultured bacterium clone 3S7B 23S ribosomal RNA gene, partial sequence",2296,2,775,83.35,87.74,95,113.97,17.88,2289.82,1.00E-26,2,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,,
"77133|AB177132.1 Uncultured bacterium gene for 16S rRNA, clone: ODP1230B1.19",988,3,1373,51.57,52.8,97.66,189.38,3.93,977.08,1.00E-26,2,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,
"77133|DQ282263.1 Uncultured bacterium clone MS4-Int-B11 integron integrase gene, partial cds",876,1,489,96.93,100,96.93,100,11.54,872.1,1.00E-26,2,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,
"120858|AY211663.1 Uncultured epsilon proteobacterium clone GoM GC185 538E 16S ribosomal RNA gene, partial sequence",1250,3,1294,44.98,45.21,99.49,221.2,4.7,1239.7,1.00E-26,120858,Bacteria,unk_k,Proteobacteria,Epsilonproteobacteria,unk_o,unk_f,unk_g,uncultured Epsilonproteobacteria bacterium
"120858|AY225612.1 Uncultured epsilon proteobacterium clone AT-co23 16S ribosomal RNA gene, partial sequence",792,3,1429,45.7,47.03,97.17,212.65,3.11,780.66,1.00E-26,29547,Bacteria,unk_k,Proteobacteria,Epsilonproteobacteria,unk_o,unk_f,unk_g,
"77133|AY391509.1 Uncultured bacterium clone Lgjp-23 16S ribosomal RNA gene, partial sequence",644,2,797,64.49,66.75,96.62,149.81,4.14,637.66,1.00E-26,2,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,
"77133|AY547922.1 Uncultured bacterium clone U54II_3p7% 16S ribosomal RNA gene, partial sequence",384,1,686,55.39,55.98,98.96,178.65,2.62,378.55,1.00E-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"86473|AF424103.1 Uncultured gamma proteobacterium MERTZ_2CM_225 16S ribosomal RNA gene, partial sequence",720,2,994,64.19,64.19,100,155.8,3.32,712.1,1.00E-26,86473,Bacteria,unk_k,Proteobacteria,Gammaproteobacteria,unk_o,unk_f,unk_g,uncultured Gammaproteobacteria bacterium
"86473|AF424117.1 Uncultured gamma proteobacterium MERTZ_2CM_277 16S ribosomal RNA gene, partial sequence",1544,2,996,58.43,58.63,99.66,170.55,6.39,1536.06,1.00E-26,86473,Bacteria,unk_k,Proteobacteria,Gammaproteobacteria,unk_o,unk_f,unk_g,uncultured Gammaproteobacteria bacterium
"86473|AF424127.1 Uncultured gamma proteobacterium MERTZ_2CM_319 16S ribosomal RNA gene, partial sequence",352,1,638,86.99,87.77,99.11,113.93,2.44,346.94,1.00E-26,86473,Bacteria,unk_k,Proteobacteria,Gammaproteobacteria,unk_o,unk_f,unk_g,uncultured Gammaproteobacteria bacterium
"86473|AF424167.1 Uncultured gamma proteobacterium MERTZ_21CM_152 16S ribosomal RNA gene, partial sequence",548,2,993,49.35,49.85,98.99,200.61,2.42,540.12,1.00E-26,86473,Bacteria,unk_k,Proteobacteria,Gammaproteobacteria,unk_o,unk_f,unk_g,uncultured Gammaproteobacteria bacterium
"91750|AF424267.1 Uncultured alpha proteobacterium MERTZ_2CM_12 16S ribosomal RNA gene, partial sequence",8700,2,978,74.54,74.64,99.86,133.97,35.33,8692.19,1.00E-26,91750,Bacteria,unk_k,Proteobacteria,Alphaproteobacteria,unk_o,unk_f,unk_g,uncultured Alphaproteobacteria bacterium
"166587|AF424385.1 Uncultured green nonsulfur bacterium MERTZ_2CM_217 16S ribosomal RNA gene, partial sequence",722,2,864,87.5,88.31,99.08,113.24,4.14,715.13,1.00E-26,166587,Bacteria,unk_k,Chloroflexi,unk_c,unk_o,unk_f,unk_g,uncultured Chloroflexi bacterium
"166587|AF424388.1 Uncultured green nonsulfur bacterium MERTZ_2CM_281 16S ribosomal RNA gene, partial sequence",548,2,983,81.89,82.2,99.63,121.66,3.36,540.2,1.00E-26,166587,Bacteria,unk_k,Chloroflexi,unk_c,unk_o,unk_f,unk_g,uncultured Chloroflexi bacterium
"166587|AF424400.1 Uncultured green nonsulfur bacterium MERTZ_21CM_278 16S ribosomal RNA gene, partial sequence",938,2,762,91.08,93.04,97.88,107.48,8.26,931.93,1.00E-26,200795,Bacteria,unk_k,Chloroflexi,unk_c,unk_o,unk_f,unk_g,
"77133|AF424413.1 Uncultured bacterium MERTZ_2CM_212 16S ribosomal RNA gene, partial sequence",512,2,998,35.27,35.67,98.88,280.34,2.51,504.08,1.00E-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"152507|AF424432.1 Uncultured actinobacterium MERTZ_21CM_395 16S ribosomal RNA gene, partial sequence",586,2,1001,47.45,47.65,99.58,209.85,2.63,578.05,1.00E-26,152507,Bacteria,unk_k,Actinobacteria,Actinomycetia,unk_o,unk_f,unk_g,uncultured actinobacterium
"120965|AF424499.1 Uncultured planctomycete MERTZ_21CM_317B 16S ribosomal RNA gene, partial sequence",292,1,553,52.8,52.8,100,189.38,2.16,287.61,1.00E-26,120965,Bacteria,unk_k,Planctomycetota,unk_c,unk_o,unk_f,unk_g,uncultured planctomycete
"29281|AF424525.1 Uncultured crenarchaeote MERTZ_21CM_122 16S ribosomal RNA gene, partial sequence",634,2,992,58.77,58.87,99.83,169.86,2.56,626.12,1.00E-26,29281,Archaea,unk_k,Crenarchaeota,unk_c,unk_o,unk_f,unk_g,uncultured crenarchaeote
"114243|AF424536.1 Uncultured euryarchaeote MERTZ_21CM_297 16S ribosomal RNA gene, partial sequence",816,2,991,74.17,74.57,99.46,134.1,3.75,808.12,1.00E-26,114243,Archaea,unk_k,Euryarchaeota,unk_c,unk_o,unk_f,unk_g,uncultured euryarchaeote
"114243|AF424537.1 Uncultured euryarchaeote MERTZ_21CM_339 16S ribosomal RNA gene, partial sequence",540,2,964,63.17,68.15,92.69,146.73,3.65,532.35,1.00E-26,28890,Archaea,unk_k,Euryarchaeota,unk_c,unk_o,unk_f,,
"120858|AF468747.1 Uncultured epsilon proteobacterium clone 33-PA54B00 16S ribosomal RNA gene, partial sequence",1532,1,701,72.33,73.75,98.07,135.59,9.25,1526.41,1.00E-26,29547,Bacteria,unk_k,Proteobacteria,Epsilonproteobacteria,unk_o,unk_f,unk_g,
"86473|AF452611.1 Uncultured gamma proteobacterium clone ML516-J12 16S ribosomal RNA gene, partial sequence",392,1,550,53.82,59.09,91.08,169.23,3.82,387.63,1.00E-26,1236,Bacteria,unk_k,Proteobacteria,Gammaproteobacteria,unk_o,unk_f,,
"153809|AF420362.1 Uncultured proteobacterium isolate C1_B011 16S ribosomal RNA gene, partial sequence",4368,3,1475,74.98,75.39,99.46,132.64,13.83,4356.23,1.00E-26,153809,Bacteria,unk_k,Proteobacteria,unk_c,unk_o,unk_f,unk_g,uncultured proteobacterium
